name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1
Obi Won Sebroni,247341668,1738934,2477149,35775558,58,56,1,10201820,4259320,5,0,TRUE,TRUE,0,51728,FALSE,TRUE,0,0,0,1,1,3,4,,1
Larping Soccer Moms,962753997,1522691,2054488,27717361,18,48,0,9710449,3591449,5,0,TRUE,TRUE,0,24123,FALSE,TRUE,0,0,0,2,2,2,4,,1
Loadage,268951863,2725284,3640161,51364435,28,71,1,14959918,6400368,6,0,TRUE,TRUE,125710,106117,TRUE,TRUE,0,0,0,3,3,3,4,1,1
Wolfman314,144353549,2711113,3704368,41673107,16,63,0,12120422,6433422,5,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,1,2,3,3,,1
OttoVonGens,994659641,2938672,4396656,51621705,80,64,1,12496154,7363654,3,1,TRUE,TRUE,620053,436420,FALSE,TRUE,0,0,0,3,4,,,,1
Zhil Axfow,826592934,2866662,3633912,37088931,59,49,0,11274667,6505667,3,0,TRUE,TRUE,203889,26203,FALSE,TRUE,0,0,0,2,4,,,,1
Higgs,265535499,2407780,3354488,37817875,17,55,2,10186799,5766799,6,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,1,1,1,2,0,1
Agave,148199846,2695560,3695751,41983797,80,63,3,12092563,6405563,5,0,TRUE,TRUE,622871,325341,FALSE,TRUE,0,0,0,1,2,3,3,,1
Dark Penguin,894569678,1916904,2576705,26152478,19,47,0,10213417,4526417,5,0,TRUE,TRUE,0,64749,FALSE,TRUE,0,0,0,1,2,3,3,,1
BraZ,193116527,2244038,3260462,24260580,14,33,0,10650539,5518039,3,0,TRUE,TRUE,106422,74102,FALSE,TRUE,0,0,0,3,4,,,,1
Baxston Kane,473373554,2902802,3977028,47324086,16,69,0,14274138,6902638,5,0,TRUE,TRUE,54780,81218,FALSE,TRUE,0,0,0,2,3,4,4,,1
Tommyboy85,929389526,2839959,3831717,51982506,44,71,0,14968383,6707883,5,0,TRUE,TRUE,265375,257292,FALSE,TRUE,0,0,0,3,4,4,4,,1
Promethean,245711569,2382007,3375391,35251114,5,50,0,8405787,5803287,2,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,3,4,,,,
Guntha Arbos,248271439,2616564,3862912,41966328,24,66,3,14251423,6516423,5,1,TRUE,TRUE,65193,50980,FALSE,TRUE,0,0,0,3,3,4,4,,1
Philo Beddoe,753225541,2591721,3493476,39003049,17,54,0,11749504,6091504,3,0,TRUE,TRUE,111517,97145,FALSE,TRUE,0,0,0,4,4,,,,1
Flywire,515621617,2319576,3407705,36679733,21,54,0,11428810,5770810,3,0,TRUE,TRUE,309548,62082,FALSE,TRUE,0,0,0,4,4,,,,1
Gryphix,997239157,2853700,4094217,34176899,6,46,0,12930073,6973073,5,0,TRUE,TRUE,0,119216,FALSE,TRUE,0,0,0,2,2,3,3,,1
AKB,461667365,2495374,3694290,47550818,10,68,0,13065225,6219225,5,0,TRUE,TRUE,0,21672,FALSE,TRUE,0,0,0,2,3,3,4,,1
SloppySaberFlavor,671337993,2513944,3604897,9232780,31,14,0,3627240,3627240,2,0,FALSE,TRUE,0,0,FALSE,FALSE,0,2491601,0,,,,,,
Revanche Gilder,926679294,2785388,3561250,48222777,46,65,0,11873465,6429465,4,0,TRUE,TRUE,133293,86732,FALSE,TRUE,0,0,0,2,2,4,,,1
ONE,873729113,2665759,3890616,45186696,9,55,1,12507749,6565249,5,0,TRUE,TRUE,58224,58009,FALSE,TRUE,0,0,0,1,1,3,4,,1
Argarax,545871634,2217883,3576122,39633197,44,64,2,14025864,6207814,6,1,TRUE,TRUE,147226,222688,TRUE,TRUE,0,0,0,1,1,4,4,1,1
MINI Stewabob,552522334,1517303,2279767,29345279,1,52,0,10568510,3830510,5,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,1,2,4,4,,1
Chaunce,492994246,2826107,3869211,22045621,7,37,0,14082254,6710754,5,0,TRUE,TRUE,152122,56328,FALSE,TRUE,0,0,0,2,3,4,4,,1
Neeb,648797678,2387296,3569035,30991917,4,49,0,8123111,5963111,5,0,TRUE,TRUE,0,24772,FALSE,FALSE,0,0,0,1,1,2,2,,
Tel Nadda,427553566,1535363,2194112,29150418,17,51,0,7203253,3790753,4,0,TRUE,TRUE,74127,122459,FALSE,FALSE,0,0,0,1,1,3,4,,
Wil043,635417488,2183699,3460543,22066545,21,25,2,7143347,5658347,3,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1,1,2,,,
JustinAlexander11,283842274,2338634,3807397,46010498,0,65,0,12655323,6172823,5,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,2,2,3,4,,1
ilekkund,214848174,3143203,4471808,57024098,21,73,2,17263213,7652663,6,1,TRUE,TRUE,411282,60716,TRUE,TRUE,0,0,0,3,4,4,4,1,1
ilekkund2,148163689,2355326,2968936,45093246,17,67,1,11840982,5358482,5,1,TRUE,TRUE,176331,86088,FALSE,TRUE,0,0,0,2,2,3,4,,1
drkknight13,235623811,2085473,3273909,3027389,2,4,0,0,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,3273909,2085473,0,,,,,,
TacoPizza,797491243,2152339,3302380,46121242,0,67,0,12160324,5463824,4,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,3,4,4,,,1
ShootMeow,118543169,2816348,3962653,49817417,2,70,0,14036780,6827280,5,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,3,3,3,4,,1
Calens,499477827,2558848,3854023,23365319,36,39,1,9925772,6415722,6,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,1,1,2,2,1,0
Yellow 13,798246414,2296152,3356556,10471954,10,14,0,5858368,2850868,4,0,TRUE,FALSE,62344,104976,FALSE,FALSE,2801840,0,0,1,3,4,,,
Theflavorgreen,416984533,2152973,3522321,31229637,6,40,0,9037816,5697816,3,0,TRUE,TRUE,0,25365,FALSE,TRUE,0,0,0,1,1,,,,1
Sultan2309,938542548,1893484,3105505,38540369,34,64,0,12741728,5006728,5,0,TRUE,TRUE,440062,338848,FALSE,TRUE,0,0,0,3,3,4,4,,1
EvilCoyote2011,997394645,2447567,3741985,31793981,4,60,3,9522298,6203298,5,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1,2,2,4,,
BabyYodaHitta,629856937,1269664,1861184,19652762,17,33,0,5380365,3141365,2,0,TRUE,TRUE,373848,32213,FALSE,FALSE,0,0,0,2,4,,,,
Masajj Vemtits,596537312,2554202,3633081,24861799,4,46,0,7276501,3635501,3,0,FALSE,TRUE,0,0,FALSE,FALSE,0,2551782,0,3,3,4,,,
joker,976597667,2139755,3259976,36072764,7,58,0,12248608,5402608,5,0,TRUE,TRUE,0,31668,FALSE,TRUE,0,0,0,2,3,3,4,,1
MarkKenoburger,513125742,1896594,2853126,28551388,4,44,0,9685233,4766733,4,0,TRUE,TRUE,0,74989,FALSE,TRUE,0,0,0,2,2,3,,,1
Maxaron Lexilon,591283737,2936921,3811164,28220408,1,40,1,12465253,6778253,5,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,1,2,3,3,,1
JamesBond007,188434999,2520414,3341294,15613512,0,24,0,2522115,2522115,0,0,TRUE,FALSE,0,0,FALSE,FALSE,3339593,0,0,,,,,,
wamakima5004,556569861,2676380,3653326,20974328,16,40,0,6261899,3659399,2,0,FALSE,TRUE,0,67702,FALSE,FALSE,0,2670307,0,3,4,,,,
MINI xipokemastrix,242144976,1851882,2626402,24301836,20,44,0,10137714,4479714,3,0,TRUE,TRUE,154092,149990,FALSE,TRUE,0,0,0,4,4,,,,1
Exeel,184344456,2892047,3867356,16167593,1,15,1,6473295,3870795,2,1,FALSE,TRUE,0,0,FALSE,FALSE,0,2888608,0,3,4,,,,
Elros Halfelven,592184954,2676804,3695605,32052010,58,42,1,12074209,6387209,6,0,TRUE,TRUE,608835,298210,TRUE,TRUE,0,0,0,1,2,3,3,0,1
Zlada14,825875376,2611698,3609569,36296357,0,51,0,13322767,6221267,5,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,1,3,4,4,,1
M1TTH,124849497,2067868,2663391,19956334,18,31,0,7454835,2322335,3,0,TRUE,FALSE,0,0,FALSE,TRUE,2408924,0,0,3,4,,,,1
