name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1
Tel Nadda,427553566,1741477,2373690,7827267,12,8,1,1325333,621333,3,0,FALSE,FALSE,0,58860,FALSE,FALSE,1752357,1120144,621333,2,,,,,
Larping Soccer Moms,962753997,1601307,2160453,19754388,8,23,0,6844913,3776963,4,1,TRUE,TRUE,0,20949,FALSE,FALSE,0,0,0,1,2,3,,2,
Zhil Axfow,826592934,2912988,3742575,21582216,6,21,0,9056697,4273197,4,1,TRUE,FALSE,0,40083,FALSE,FALSE,2382366,0,0,3,3,4,4,,
Elros Halfelven,592184954,2711307,3753989,32373288,9,43,0,10388108,4285433,5,1,TRUE,FALSE,0,106467,TRUE,FALSE,2179863,0,0,3,3,4,4,3,
KaStarkiller,222784581,1919929,2513721,19214708,12,16,0,5781237,4432037,4,1,TRUE,TRUE,0,56991,FALSE,FALSE,0,0,0,1,,,,2,
Guntha Arbos,248271439,2728751,4051737,26892456,5,26,2,8285416,4544466,5,1,TRUE,FALSE,0,0,FALSE,FALSE,2236022,0,0,1,3,4,,2,
Tommyboy85,929389526,2873132,3987293,37537346,31,48,0,13706019,6878844,5,1,TRUE,TRUE,0,30313,TRUE,FALSE,0,0,0,4,4,4,4,3,
Loadage,268951863,2800732,3824615,33155750,15,47,3,13106589,6641664,5,1,TRUE,TRUE,0,0,TRUE,FALSE,0,0,0,3,4,4,4,3,
ilekkund,214848174,3171686,4640899,40092545,38,47,1,13762671,7841571,5,1,TRUE,TRUE,0,252343,FALSE,FALSE,0,0,0,4,4,4,,4,
ilekkund2,148163689,2388104,3105772,32968150,20,47,1,12445327,5509477,5,1,TRUE,TRUE,0,60826,TRUE,FALSE,0,0,0,3,4,4,4,4,
Higgs,265535499,2414710,3436363,23026976,3,16,0,8104800,5859800,4,1,TRUE,TRUE,0,10099,FALSE,FALSE,0,0,0,1,1,4,,,
MINI xipokemastrix,242144976,1944850,2739830,23072784,13,32,2,9446639,4690939,5,1,TRUE,TRUE,0,98335,TRUE,FALSE,0,0,0,1,3,3,4,2,
Flywire,515621617,2438887,3596471,33515355,6,53,2,12965739,6029889,5,1,TRUE,TRUE,0,29652,TRUE,FALSE,0,0,0,3,4,4,4,4,
TacoPizza,797491243,2272732,3439174,18157834,7,21,0,9486765,5718015,3,1,TRUE,TRUE,0,5536,FALSE,FALSE,0,0,0,3,4,4,,,
ShootMeow,118543169,2944985,4101296,31572736,28,39,0,11569654,7062479,5,1,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1,4,4,,3,
