name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Tel Nadda,427553566,1801495,2478689,5435744,4,4,0,5435744,4280744,4,0,TRUE,TRUE,0,68816,FALSE,FALSE,0,0,0,4,,,,
Larping Soccer Moms,962753997,1626459,2240898,6158157,4,6,0,6158157,3867357,4,0,TRUE,TRUE,0,68580,FALSE,TRUE,0,0,0,1,3,,1,1
Wil043,635417488,2231763,3625897,9370534,12,11,1,9370534,5874034,4,0,TRUE,TRUE,236499,110851,FALSE,FALSE,0,0,0,3,4,,4,
Zhil Axfow,826592934,2926073,3808752,6597146,3,7,0,6597146,4344746,3,0,FALSE,TRUE,49263,16778,FALSE,FALSE,0,2390079,0,,,,,
Robcan,523883192,3234885,4097739,12519961,9,16,0,12519961,7344561,5,0,TRUE,TRUE,369727,59146,TRUE,TRUE,0,0,0,3,4,4,4,1
Guntha Arbos,248271439,2790371,4152238,9281759,3,7,0,9281759,6946759,5,0,TRUE,TRUE,126589,13278,TRUE,TRUE,0,0,0,1,3,0,3,0
Tommyboy85,929389526,2930208,4070109,11221560,30,13,1,11221560,7023760,5,1,TRUE,TRUE,499659,243175,TRUE,TRUE,0,0,0,3,4,4,1,1
Philo Beddoe,753225541,2804644,3801269,10046791,4,10,0,10046791,6607891,4,0,TRUE,TRUE,44160,23383,FALSE,TRUE,0,0,0,2,3,,4,1
Loadage,268951863,2889369,3953479,11183779,5,13,1,11183779,6848379,5,1,TRUE,TRUE,228341,27892,TRUE,TRUE,0,0,0,4,4,0,4,1
BabyYodaHitta,629856937,1358206,2079543,3329767,6,5,0,3329767,1744217,3,0,TRUE,FALSE,8678,64955,FALSE,FALSE,1693532,0,0,3,,,2,
MINI xipokemastrix,242144976,2015769,2826559,8441485,12,11,0,8441485,4862035,5,0,TRUE,TRUE,238098,97817,TRUE,TRUE,0,0,0,4,4,0,2,1
TacoPizza,797491243,2340536,3501100,10177711,3,13,0,10177711,5842311,4,0,TRUE,TRUE,0,51593,FALSE,TRUE,0,0,0,4,4,,4,1
Dark Penguin,894569678,2005872,2688137,4694508,5,7,0,4694508,2535458,5,0,TRUE,FALSE,125189,61129,TRUE,TRUE,2158551,0,0,2,3,0,2,0
joker,976597667,2320721,3383345,8751615,1,9,0,8751615,5708815,5,0,TRUE,TRUE,0,10609,TRUE,TRUE,0,0,0,3,4,0,1,1
