name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1
Tel Nadda,427553566,1801495,2478689,19356031,25,11,0,4331493,2493993,2,0,FALSE,TRUE,0,150194,FALSE,FALSE,0,1786191,0,,,,,,
Larping Soccer Moms,962753997,1626459,2240898,27747463,10,26,0,8680490,3886740,5,0,TRUE,TRUE,0,59761,FALSE,TRUE,0,0,0,,,,,,0
Wil043,635417488,2231763,3625897,34449018,36,29,5,7029154,5902054,1,0,TRUE,TRUE,45142,0,FALSE,FALSE,0,0,0,,,,,2,
Zhil Axfow,826592934,2926073,3808752,37027213,16,29,0,10680112,6770612,3,0,TRUE,TRUE,170800,63929,FALSE,TRUE,0,0,0,,,,,,0
Robcan,523883192,3234885,4097739,54469141,56,58,0,14615423,7365823,5,0,TRUE,TRUE,362838,126903,FALSE,TRUE,0,0,0,,,,,,0
Guntha Arbos,248271439,2790371,4152238,38488957,8,26,0,8685903,6951903,5,0,TRUE,TRUE,0,120000,FALSE,FALSE,0,0,0,,,,,,
Tommyboy85,929389526,2930208,4070109,55248031,77,62,1,16605456,7030206,6,0,TRUE,TRUE,521720,179078,TRUE,TRUE,0,0,0,3,3,4,2,3,1
Philo Beddoe,753225541,2804644,3801269,38766288,22,33,0,11668339,6631739,4,0,TRUE,TRUE,76476,173122,FALSE,TRUE,0,0,0,,,,,,0
Loadage,268951863,2889369,3953479,50657847,16,54,3,13756340,6863090,6,0,TRUE,TRUE,50529,78498,TRUE,TRUE,0,0,0,0,0,0,0,0,0
BabyYodaHitta,629856937,1358206,2079543,14783545,15,18,0,4083938,1695188,1,0,TRUE,FALSE,0,73242,FALSE,FALSE,1742561,0,0,,,,,4,
MINI xipokemastrix,242144976,2015769,2826559,35726196,33,37,2,9751058,4871058,3,0,TRUE,TRUE,231159,205308,FALSE,TRUE,0,0,0,,,,,,0
TacoPizza,797491243,2340536,3501100,38258006,6,36,0,9590415,5865665,4,0,TRUE,TRUE,0,55366,FALSE,FALSE,0,0,0,,,,,,
Dark Penguin,894569678,2005872,2688137,26233514,19,21,0,7019599,4708099,3,0,TRUE,TRUE,137625,0,FALSE,TRUE,0,0,0,1,,,,,1
joker,976597667,2320721,3383345,30825130,8,29,0,2401382,2401382,1,0,TRUE,FALSE,80121,74812,FALSE,FALSE,3302684,0,0,,,,,,
Obi Won Sebroni,247341668,1922809,2797802,37255305,28,48,1,10336493,4774243,6,0,TRUE,TRUE,26641,36341,TRUE,TRUE,0,0,0,0,0,0,0,0,0
Calens,499477827,2723323,3988879,38458107,6,35,0,13155544,6726294,5,0,TRUE,TRUE,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,
