name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Tel Nadda,427553566,1741477,2373690,4961226,8,3,0,4961226,4121226,3,0,TRUE,TRUE,33288,111415,FALSE,FALSE,0,0,0,3,,,,
Larping Soccer Moms,962753997,1601307,2160453,6247156,7,7,0,6247156,3785856,4,0,TRUE,TRUE,99607,104287,FALSE,TRUE,0,0,0,2,3,,1,1
Zhil Axfow,826592934,2912988,3742575,8033692,3,4,0,8033692,6669792,3,0,TRUE,TRUE,47026,15043,FALSE,FALSE,0,0,0,,,,,
Elros Halfelven,592184954,2711307,3753989,9912083,3,10,0,9912083,6466283,5,1,TRUE,TRUE,65724,37236,TRUE,TRUE,0,0,0,1,3,4,1,1
KaStarkiller,222784581,1919929,2513721,6366485,5,6,0,6366485,4434485,4,0,TRUE,TRUE,17865,32593,FALSE,FALSE,0,0,0,3,,,3,
Guntha Arbos,248271439,2728751,4051737,9565394,3,9,2,9565394,6793394,5,1,TRUE,TRUE,122917,13278,TRUE,TRUE,0,0,0,3,3,0,3,0
Tommyboy85,929389526,2873132,3987293,11610985,30,14,0,11610985,6872585,5,1,TRUE,TRUE,475876,185462,TRUE,TRUE,0,0,0,1,4,4,4,1
Loadage,268951863,2800732,3824615,10963054,14,13,1,10963054,6627654,5,1,TRUE,TRUE,521696,115688,TRUE,TRUE,0,0,0,4,4,0,4,1
ilekkund,214848174,3171686,4640899,12550985,13,14,0,12550985,7812585,5,1,TRUE,TRUE,301430,93763,TRUE,TRUE,0,0,0,1,4,4,4,1
ilekkund2,148163689,2388104,3105772,9419776,11,12,0,9419776,5493876,5,1,TRUE,TRUE,65313,121787,TRUE,TRUE,0,0,0,4,4,0,3,1
Higgs,265535499,2414710,3436363,7790112,1,6,0,7790112,5852712,5,1,TRUE,TRUE,58704,0,TRUE,TRUE,0,0,0,0,0,0,0,0
MINI xipokemastrix,242144976,1944850,2739830,8433942,8,11,1,8433942,4686542,5,1,TRUE,TRUE,102361,77141,TRUE,TRUE,0,0,0,1,2,4,3,1
Flywire,515621617,2438887,3596471,11541940,5,17,2,11541940,6051540,5,1,TRUE,TRUE,0,103314,TRUE,TRUE,0,0,0,4,4,4,4,1
TacoPizza,797491243,2272732,3439174,2853761,5,1,0,2853761,2329861,1,0,TRUE,FALSE,72542,57129,FALSE,FALSE,3382045,0,0,,,,,
ShootMeow,118543169,2944985,4101296,10806568,28,11,0,10806568,7052668,5,0,TRUE,TRUE,539204,268091,TRUE,TRUE,0,0,0,2,4,0,4,1
Obi Won Sebroni,247341668,1820598,2706363,8770912,6,14,0,8770912,4528912,5,0,TRUE,TRUE,26221,66927,TRUE,TRUE,0,0,0,3,4,4,3,0
joker,976597667,2187419,3321118,7238073,1,6,0,7238073,5509573,5,0,TRUE,TRUE,0,10609,TRUE,TRUE,0,0,0,2,4,0,0,0
