name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1
Obi Won Sebroni,247341668,1849510,2739292,32279193,57,51,0,10219263,4640263,5,0,TRUE,TRUE,49266,64995,FALSE,TRUE,0,0,0,1,1,2,4,,1
Tel Nadda,427553566,1756007,2423392,29363312,31,52,0,11037930,4270880,6,0,TRUE,TRUE,0,111408,TRUE,TRUE,0,0,0,1,1,3,3,1,1
joker,976597667,2255268,3345750,35877369,26,58,0,5610279,3371279,2,0,FALSE,TRUE,0,73362,FALSE,FALSE,0,2229739,0,2,4,,,,
Gryphix,997239157,2924485,4222632,53601258,10,69,0,15003308,7170758,6,0,TRUE,TRUE,0,28642,TRUE,TRUE,0,0,0,2,2,3,4,1,1
Larping Soccer Moms,962753997,1601809,2216515,38039008,21,63,0,10096916,3828366,6,0,TRUE,TRUE,0,37201,TRUE,TRUE,0,0,0,2,2,3,0,1,1
denkrob,592184954,2748708,3811116,49594959,21,64,0,12924980,6614930,6,0,TRUE,TRUE,0,52354,TRUE,TRUE,0,0,0,1,2,2,2,1,1
AKB,461667365,2528478,3894795,43380653,52,54,0,14373150,6447100,6,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,1,3,3,4,1,1
Zlada14,825875376,2675668,3763955,45387827,23,67,0,14573133,6485083,6,0,TRUE,TRUE,0,140751,TRUE,TRUE,0,0,0,1,2,4,4,1,1
EvilCoyote2011,997394645,2532742,3855743,46050732,2,67,0,13250171,6404171,6,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,2,3,3,4,0,1
Bitz Maidenhell,589218854,2505526,3867542,23827228,29,38,0,11004336,6397336,4,0,TRUE,TRUE,105450,23223,FALSE,TRUE,0,0,0,3,3,,,,1
MarkKenoburger,513125742,1962900,3084038,29748555,5,62,0,11792919,5054919,5,0,TRUE,TRUE,0,24264,FALSE,TRUE,0,0,0,1,2,4,4,,1
Revanche Gilder,926679294,2948782,3843932,53035508,20,71,0,15572663,6851113,6,0,TRUE,TRUE,211357,158796,TRUE,TRUE,0,0,0,2,3,4,4,1,1
KaStarkiller,222784581,1940906,2540954,33800597,33,56,0,10906205,4502655,6,0,TRUE,TRUE,83973,40851,TRUE,TRUE,0,0,0,1,1,2,3,1,1
Agave,148199846,2782605,3896893,19613382,63,27,0,9159450,4382400,5,0,FALSE,TRUE,483671,336679,TRUE,FALSE,0,2297098,0,2,2,3,3,1,
ONE,873729113,2709369,4036314,40014242,11,46,2,11405305,6756805,6,0,TRUE,TRUE,58389,61526,TRUE,TRUE,0,0,0,1,2,3,0,0,1
Guntha Arbos,248271439,2731334,4088810,45726427,14,67,1,14244913,6873413,6,0,TRUE,TRUE,65773,97476,TRUE,TRUE,0,0,0,2,3,4,4,0,1
wamakima5004,556569861,2859076,3805395,26491106,26,37,1,14420576,6700376,6,1,TRUE,TRUE,498855,32328,TRUE,TRUE,0,0,0,1,2,3,3,2,1
Loadage,268951863,2808836,3855381,51496314,12,67,1,14918161,6765961,6,1,TRUE,TRUE,0,78556,TRUE,TRUE,0,0,0,2,2,2,4,2,1
