name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1,Fl 2
Obi Won Sebroni,247341668,1805268,2622553,15246611,32,32,0,9453655,4433155,6,0,TRUE,TRUE,404413,50132,FALSE,FALSE,0,0,0,,,,,,,
Tel Nadda,427553566,1607038,2296570,14081941,13,31,0,8610947,3962447,5,1,TRUE,TRUE,275177,115809,FALSE,FALSE,0,0,0,3,3,4,4,,,1
Wil043,635417488,2198588,3511654,10473869,2,17,0,10324294,5716294,5,0,TRUE,TRUE,0,0,TRUE,FALSE,0,0,0,3,3,3,4,4,,
Wolfman314,144353549,2763975,3791333,12784953,4,21,0,6117224,2815724,3,0,TRUE,FALSE,0,0,FALSE,TRUE,3739584,0,0,,,,,4,1,1
Zhil Axfow,826592934,2904087,3709546,6258904,20,19,0,4983019,711019,4,1,FALSE,FALSE,0,128231,FALSE,FALSE,2998527,2193068,711019,3,4,4,,4,,
AKB,461667365,2529116,3847340,18308816,50,38,0,11290596,3669096,7,1,TRUE,FALSE,481275,425249,TRUE,TRUE,2707360,0,0,4,4,4,4,4,1,1
Agave,148199846,2714010,3812039,21187577,37,38,2,14157794,6536294,7,1,TRUE,TRUE,523958,161048,TRUE,TRUE,0,0,0,4,4,4,4,4,1,1
Guntha Arbos,248271439,2716755,3996978,20093159,5,35,0,13509481,6712981,6,1,TRUE,TRUE,57949,50885,TRUE,FALSE,0,0,0,4,4,4,4,4,,1
Tommyboy85,929389526,2871715,3931906,21233534,27,37,0,14425628,6804128,7,1,TRUE,TRUE,458827,220128,TRUE,TRUE,0,0,0,4,4,4,4,4,1,1
Stargun inoza,992275427,2590985,3698718,15830217,10,34,0,9252505,3900505,5,1,FALSE,TRUE,195527,109571,TRUE,FALSE,0,2389198,0,3,4,4,4,4,,
Philo Beddoe,753225541,2643269,3563582,19746140,7,37,0,13013396,6216896,6,1,TRUE,TRUE,0,61539,TRUE,FALSE,0,0,0,4,4,4,4,4,,1
Loadage,268951863,2786634,3760947,21103916,22,38,0,14174969,6553469,7,1,TRUE,TRUE,0,58952,TRUE,TRUE,0,0,0,4,4,4,4,4,1,1
BabyYodaHitta,629856937,1287404,1928289,12510384,0,27,0,8310595,3254095,5,1,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,2,4,4,,4,,1
Higgs,265535499,2409169,3386180,18361299,15,34,0,12592833,5796333,7,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,4,4,4,0,1
OttoVonGens,994659641,3060756,4512249,22612769,40,37,0,15223454,7601954,7,1,TRUE,TRUE,0,443344,TRUE,TRUE,0,0,0,4,4,4,4,4,1,1
Argarax,545871634,2248249,3724390,20602962,26,38,0,13638555,6017055,7,1,TRUE,TRUE,438212,108777,TRUE,TRUE,0,0,0,4,4,4,4,4,1,1
Flywire,515621617,2429266,3543315,12353666,14,17,0,12060727,6002827,6,0,TRUE,TRUE,61748,140186,FALSE,TRUE,0,0,0,4,4,4,,3,1,1
