AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
118543169,ShootMeow,Shootmeow#3818,3.64037E+17,4029256,2835030,239,30,44,65,148,2,0,0,10,12,24,4,10,5,0,310,423,145,38,8,2,3.19,3.52,6.7
124849497,M1TTH,!M1TTH#8698,2.25969E+17,2844343,2081563,185,17,30,33,103,0,2,3,3,0,14,3,6,2,0,141,190,57,27,5,0,1.9,2.62,4.52
144353549,Wolfman314,Wolfman314#6474,3.8312E+17,3747809,2729988,226,17,53,54,118,1,0,1,8,9,18,4,13,1,0,189,393,146,45,10,0,3.52,3.34,6.85
148163689,ilekkund2,ilekkund#8475,3.22359E+17,3037282,2377534,213,12,17,60,112,2,0,0,19,5,18,2,11,5,0,174,344,129,45,13,1,3.95,3.64,7.59
148199846,Agave,Agave#6806,3.93395E+17,3746679,2699438,232,17,25,66,126,2,3,4,14,3,18,4,16,4,0,220,461,187,61,10,2,4.48,3.45,7.93
184344456,Exeel,Exel#7395,2.71667E+17,3916497,2905140,234,7,28,95,140,1,0,0,22,8,32,5,19,9,0,262,443,157,54,7,4,3.59,4.67,8.26
188434999,JamesBond007,JamesBond#3273,6.6964E+17,3372774,2539742,197,20,28,68,114,1,1,0,17,11,22,4,12,1,0,155,247,79,18,4,1,2.05,3.87,5.92
193116527,BraZ,Braz#5972,5.66421E+17,3276556,2248981,172,9,18,64,113,0,0,3,15,2,21,2,18,3,0,138,141,48,21,4,2,1.37,3.83,5.21
214848174,ilekkund,ilekkund#8475,3.22359E+17,4528461,3153923,258,20,46,99,164,2,0,0,23,2,40,5,20,9,0,212,512,196,70,13,3,3.94,4.55,8.49
235623811,drkknight13,null,0,3280482,2085473,185,5,59,33,121,0,0,4,0,15,6,6,2,0,0,208,91,18,6,0,0,0.48,2.88,3.36
