AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
118543169,ShootMeow,Shootmeow#3818,3.64037E+17,4014478,2828767,239,28,44,65,147,2,0,0,10,13,25,2,10,5,0,308,423,145,38,8,2,3.2,3.52,6.72
124849497,M1TTH,!M1TTH#8698,2.25969E+17,2735635,2075741,184,16,28,33,88,0,2,3,3,0,14,4,5,2,0,136,170,52,26,5,0,1.82,2.64,4.46
144353549,Wolfman314,Wolfman314#6474,3.8312E+17,3713806,2716276,223,17,52,53,118,1,0,1,7,9,18,4,13,1,0,188,375,143,43,8,0,3.44,3.31,6.75
148163689,ilekkund2,ilekkund#8475,3.22359E+17,3003160,2363106,213,11,19,57,112,2,0,0,17,5,17,2,11,5,0,174,340,129,43,12,0,3.96,3.56,7.52
148199846,Agave,Agave#6806,3.93395E+17,3711450,2697731,232,14,26,65,122,1,1,3,14,3,18,5,15,4,0,218,461,185,61,10,2,4.48,3.44,7.92
184344456,Exeel,Exel#7395,2.71667E+17,3897478,2903363,234,7,28,95,139,0,0,0,22,8,32,5,20,8,0,259,435,156,54,7,4,3.59,4.68,8.26
188434999,JamesBond007,JamesBond#3273,6.6964E+17,3353993,2528787,195,24,25,67,114,1,1,0,17,10,23,5,10,1,0,148,242,78,18,4,1,2.04,3.78,5.82
193116527,BraZ,Braz#5972,5.66421E+17,3275484,2248826,172,9,18,64,113,0,0,4,14,2,21,2,18,3,0,137,142,48,21,4,2,1.37,3.83,5.2
214848174,ilekkund,ilekkund#8475,3.22359E+17,4498740,3153923,258,22,45,97,164,2,0,0,23,3,38,5,20,8,0,212,498,195,70,13,3,3.95,4.46,8.42
235623811,drkknight13,null,0,3274973,2085473,185,5,60,32,121,0,0,4,0,15,5,6,2,0,0,207,91,18,6,0,0,0.48,2.85,3.32
242144976,MINI xipokemastrix,xIPokemastrIx#2005,3.47774E+17,2625091,1855641,175,14,19,40,92,1,3,2,7,1,13,3,9,2,0,186,362,146,33,4,2,4.79,3.08,7.88
245711569,Promethean,Promethean#3008,3.24684E+17,3421280,2382029,227,23,33,55,106,1,0,0,12,7,20,4,10,2,0,222,479,172,50,16,2,4.59,3.42,8.01
247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,7.295E+17,2506725,1764538,170,12,14,32,51,1,0,0,3,0,22,0,6,1,0,114,182,55,10,2,0,1.88,2.62,4.51
248271439,Guntha Arbos,guntha arbos#0996,5.96387E+17,3895220,2629133,218,22,39,76,158,0,12,3,21,8,13,4,13,2,0,205,276,111,51,10,2,2.7,3.88,6.58
265535499,Higgs,Higgs#0298,3.5195E+17,3362135,2407881,196,18,43,55,115,0,0,8,23,14,5,3,2,0,0,110,285,103,17,2,0,2.59,3.34,5.93
268951863,Loadage,Loadage#1450,2.42793E+17,3667390,2749712,228,16,13,66,111,2,1,0,14,8,21,1,14,6,0,143,377,128,50,17,2,3.34,3.31,6.66
416984533,Theflavorgreen,theflavorgreen#9250,3.67649E+17,3541403,2157400,196,20,32,42,91,1,0,0,7,6,6,4,14,3,2,136,225,72,11,2,1,1.72,2.9,4.62
461667365,AKB,akb#7955,3.22799E+17,3706259,2512966,227,24,34,65,133,2,0,1,13,2,29,5,11,4,0,169,261,105,23,2,2,2.42,3.72,6.14
473373554,Baxston Kane,Baxston Kane#5600,5.04379E+17,3991313,2906928,241,14,44,59,143,1,7,1,13,2,10,2,22,2,0,149,312,80,23,5,1,1.79,3.19,4.98
492994246,Chaunce,Chaunce#1601,3.27048E+17,3884291,2827525,248,17,30,75,144,1,0,0,15,8,24,6,18,2,0,266,403,126,30,4,3,2.81,3.81,6.62
499477827,Calens,Calens#9082,5.66925E+17,3865138,2563357,228,20,28,64,132,0,0,1,15,14,20,3,11,0,0,177,306,105,27,3,2,2.36,3.35,5.71
515621617,Flywire,Flywire#662,1.31625E+17,3436588,2335209,214,27,20,65,116,1,0,6,18,1,19,2,17,2,0,176,318,111,33,8,2,2.92,3.69,6.6
545871634,Argarax,Kazrud#2235,5.06545E+17,3628907,2231810,192,7,10,96,83,1,1,1,17,3,33,4,23,12,1,181,351,97,43,7,4,2.49,5.27,7.76
556569861,wamakima5004,wamakima5004#0097,1.31408E+17,3659399,2676954,241,14,44,68,146,0,0,0,13,14,14,6,17,2,0,181,389,154,36,2,2,3.6,3.91,7.5
591283737,Maxaron Lexilon,MaxaronLexilon#3633,6.04506E+17,3842150,2947408,222,8,72,55,143,0,0,0,4,1,29,0,17,4,0,156,482,166,52,16,1,3.98,3.61,7.59
592184954,Elros Halfelven,Lotrguru#9235,2.3595E+17,3707015,2684434,226,21,27,75,125,1,1,1,15,4,25,6,17,4,0,170,369,147,36,3,3,3.42,3.96,7.37
596537312,Masajj Vemtits,Masajj Vemtits#4575,2.91733E+17,3635501,2555397,227,10,37,76,140,0,2,12,11,13,13,8,12,0,0,165,349,136,45,7,0,3.36,4.05,7.4
629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,5.17475E+17,1871701,1270011,136,23,5,27,54,0,1,0,7,0,9,0,7,2,0,82,83,19,3,2,0,0.91,2.73,3.64
635417488,Wil043,will043#3201,5.34831E+17,3471306,2193069,181,23,31,47,107,1,0,1,3,4,20,4,14,1,0,158,175,50,13,1,1,1.24,3.12,4.36
648797678,Neeb,EJNeeb#0132,6.97182E+17,3572296,2390964,220,14,59,36,104,0,0,4,11,1,13,3,3,0,0,105,199,60,12,2,0,1.44,2.7,4.14
671337993,SloppySaberFlavor,Sloppysaberflavor#9142,3.44333E+17,3634149,2518511,220,31,35,47,135,0,0,0,9,5,12,2,17,2,0,173,153,60,22,4,1,1.51,2.93,4.44
753225541,Philo Beddoe,Handleman20#4805,5.57191E+17,3500960,2603931,225,14,19,66,119,0,3,3,19,7,17,5,11,1,0,190,259,62,15,5,2,1.59,3.44,5.03
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3316332,2152918,184,26,14,58,122,1,0,0,9,4,16,8,17,4,0,163,217,86,22,4,2,2.28,3.57,5.85
798246414,Yellow 13,null,0,3363248,2303968,206,34,18,31,90,1,0,0,2,5,10,5,9,0,0,91,99,20,3,0,1,0.49,2.01,2.5
825875376,Zlada14,zlada14#0537,3.92856E+17,3609569,2611698,241,4,38,65,150,0,3,4,17,6,19,2,11,3,0,176,393,148,44,15,1,3.77,3.66,7.43
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3637686,2868239,241,14,51,57,134,0,2,4,3,5,27,9,2,2,0,116,306,92,19,0,0,2.13,3.34,5.46
873729113,ONE,mcramos#8116,7.64212E+17,3899126,2668530,231,41,32,45,132,1,0,2,7,8,17,4,6,1,0,199,229,60,9,2,0,1.31,2.52,3.83
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2605744,1932375,166,14,19,39,92,0,0,2,8,5,14,2,7,1,0,123,255,83,18,3,1,2.76,2.97,5.72
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3610392,2830571,209,11,44,83,93,1,2,0,19,4,31,4,17,6,0,155,275,100,15,1,3,2.32,4.59,6.9
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,3868321,2855420,254,11,28,78,142,1,0,0,15,9,22,3,22,7,0,231,367,162,55,8,3,3.76,4,7.76
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3115092,1899430,184,12,31,66,105,0,3,2,6,4,27,4,15,5,0,128,260,108,33,4,3,3.06,4.65,7.71
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2065482,1527238,118,15,21,30,69,0,1,2,4,2,9,6,6,0,0,105,185,80,14,3,0,3.32,3.08,6.4
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4435230,2949319,246,14,33,92,179,1,2,1,19,3,35,3,25,4,0,316,556,226,67,5,4,4.45,4.23,8.68
997239157,Gryphix,Gryphix#1116,2.6146E+17,4111293,2862624,224,19,41,83,154,2,0,1,18,2,34,4,17,7,0,221,453,164,63,13,3,3.69,4.23,7.92
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,3836778,2399919,201,6,14,89,96,2,0,1,3,23,25,2,23,12,0,169,270,118,41,10,3,2.83,4.71,7.54
976597667,joker,General*joker#2767,4.96485E+17,3263048,2139848,188,21,15,57,119,2,0,1,10,5,21,6,11,3,0,209,278,98,28,5,1,2.67,3.49,6.15
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3747572,2455726,213,10,50,52,132,1,1,0,9,6,21,5,9,1,0,189,260,83,19,2,1,1.91,3.32,5.22
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2226871,1567546,124,4,8,27,67,1,0,1,2,4,4,2,13,1,0,109,89,36,7,1,1,1.38,2.46,3.84
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2308369,1525877,140,8,11,38,67,1,0,1,8,3,14,3,6,2,0,126,176,63,19,7,0,2.53,3.24,5.77
513125742,MarkKenoburger,kenoburger#9903,6.74842E+17,2867977,1899725,157,7,28,60,115,1,2,1,19,5,14,6,13,0,0,180,230,107,22,2,1,3.18,4.27,7.45
