AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3481036,2298862,196,28,13,63,128,2,0,0,9,4,20,7,17,6,0,182,235,94,23,5,2,2.38,3.64,6.02
825875376,Zlada14,zlada14#0537,3.92856E+17,3768292,2677717,250,3,38,72,152,2,4,2,19,6,21,2,14,4,0,187,411,155,46,16,2,3.79,3.88,7.67
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3795912,2916438,243,16,53,61,145,1,3,3,4,4,29,7,5,2,0,135,325,102,24,0,0,2.28,3.43,5.71
873729113,ONE,mcramos#8116,7.64212E+17,4039791,2709895,235,44,35,47,137,1,0,3,6,7,16,6,7,2,0,211,244,64,10,2,0,1.35,2.61,3.95
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2662428,1959869,167,12,17,46,90,0,0,2,10,6,14,5,8,1,0,128,260,86,19,3,1,2.79,3.32,6.12
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3845705,2948782,215,10,37,98,104,3,0,0,21,9,37,4,21,6,0,177,317,113,19,1,5,2.47,4.93,7.39
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,4032184,2894288,259,14,26,84,147,1,0,0,16,9,25,3,23,8,0,247,403,174,64,8,4,3.89,4.13,8.02
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3300846,2032983,189,12,31,71,114,1,1,2,5,4,27,4,21,7,0,149,281,117,41,9,4,3.25,4.76,8.01
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2220310,1601809,125,13,19,38,77,0,0,2,8,4,9,7,8,0,0,127,207,95,16,3,0,3.65,3.46,7.11
992275427,Stargun inoza,stargun#1897,3.95048E+17,3755022,2665745,225,16,25,86,121,3,3,7,14,4,32,5,18,2,0,228,287,100,35,4,2,2.38,4.34,6.72
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4595396,3076500,250,11,36,99,189,3,2,1,21,5,35,4,27,4,0,339,609,248,75,5,4,4.71,4.38,9.09
997239157,Gryphix,Gryphix#1116,2.6146E+17,4240730,2920652,227,17,37,94,158,2,1,0,23,5,35,6,17,7,0,245,468,178,68,15,3,3.89,4.49,8.38
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,4045774,2542270,212,5,16,95,103,5,0,1,1,22,29,3,25,14,0,192,300,133,48,11,3,3.03,4.82,7.85
976597667,joker,General*joker#2767,4.96485E+17,3362746,2255381,194,20,17,62,123,2,0,2,11,1,25,7,13,3,0,222,291,106,32,5,1,2.8,3.67,6.47
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3862312,2532742,220,10,49,56,135,2,1,0,9,4,26,5,10,1,0,207,285,95,21,2,1,2.11,3.4,5.51
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2441924,1763180,134,8,7,32,75,3,0,1,2,5,6,2,14,2,0,108,96,42,10,0,1,1.46,2.57,4.03
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2558711,1726018,156,9,12,43,74,1,1,1,8,2,17,2,7,4,0,135,202,75,20,7,1,2.67,3.3,5.97
513125742,MarkKenoburger,kenoburger#9903,6.74842E+17,3087218,1962900,170,7,32,64,121,1,1,0,21,4,16,7,13,2,0,201,270,121,26,3,2,3.36,4.4,7.76
