AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
499477827,"Calens","Calens#9082",566924925550723083,4026601,2764091,238,16,35,71,137,2,1,5,14,9,26,3,13,0,0,190,311,110,27,4,2,2.38,3.57,5.95
515621617,"Flywire","Flywire#0662",131625457861787649,3659013,2542017,222,26,22,73,133,3,0,8,20,0,20,2,21,2,0,200,365,134,41,10,3,3.32,3.85,7.17
545871634,"Argarax","Kazrud#2235",506545120879837214,4030473,2519535,210,8,14,109,96,4,1,1,17,7,40,4,24,13,1,231,390,118,64,13,5,2.85,5.38,8.23
552854579,"MINI Zeratoark","Zeratoark#9535",266724389339267074,4126023,2907900,239,7,44,88,140,2,2,3,13,6,29,4,17,10,0,206,589,232,81,18,2,5.15,4.4,9.56
556569861,"wamakima5004","wamakima5004#0097",131407992737366016,3929610,2995707,249,12,43,79,159,4,1,0,13,17,21,7,16,4,0,197,444,167,40,2,3,3.63,4.07,7.7
589218854,"Bitz Maidenhell","Bitz Maidenhell#2587",224774869403959307,3951994,2619256,236,26,35,72,135,2,2,1,11,4,27,5,11,2,0,165,250,84,18,5,2,1.87,3.68,5.54
591283737,"Maxaron Lexilon","MaxaronLexilon#3633",604506255125381140,4015994,3115114,232,7,72,65,145,1,0,0,8,2,34,0,17,4,0,171,509,182,60,17,1,4.18,3.83,8.01
596537312,"Masajj Vemtits","Masajj Vemtits#4575",291733325582827520,3802736,2753678,230,11,39,85,144,2,8,12,13,11,16,10,15,0,0,196,382,152,54,8,1,3.61,4.29,7.89
629856937,"BabyYodaHitta","Baby Yoda SmackDabbaDooer#6614",517474862567260181,2150182,1396929,153,26,5,34,66,2,1,2,7,0,12,0,8,4,0,104,89,25,3,2,1,1.01,3.06,4.08
635417488,"Wil043","will043#3201",534830505296658443,3718013,2281809,194,22,30,56,116,3,1,1,4,5,24,3,13,5,0,167,188,58,14,1,2,1.34,3.4,4.74
671337993,"SloppySaberFlavor","Sloppysaberflavor#9142",344333069366591501,3945057,2748364,229,28,36,60,151,1,4,1,8,5,18,2,17,5,0,198,180,63,24,5,2,1.48,3.27,4.75
753225541,"Philo Beddoe","Handleman20#4805",557191212428427286,3877843,2841720,242,14,17,79,129,1,2,4,20,8,22,4,14,4,0,219,291,73,18,6,3,1.69,3.71,5.4
797491243,"TacoPizza","TacoPizza#2451",685331379285786679,3559722,2447703,199,28,15,66,132,3,0,0,8,5,21,8,18,6,0,190,238,97,27,7,2,2.45,3.7,6.15
825875376,"Zlada14","zlada14#0537",392856152146182144,3850093,2742882,253,4,35,77,157,2,4,2,20,6,24,2,14,5,0,198,417,158,47,17,2,3.79,3.98,7.77
826592934,"Zhil Axfow","Zhil Axfow#5696",374916575846989825,3852913,3067851,245,13,55,65,147,2,3,3,3,4,30,6,7,2,0,145,338,112,25,0,1,2.46,3.5,5.96
873729113,"ONE","mcramos#8116",764212018147622942,4129755,2848835,240,46,34,51,137,2,0,2,7,9,17,6,8,2,0,227,250,68,11,2,1,1.4,2.68,4.08
894569678,"Dark Penguin","DarkPenguin#2039",317071114683547649,2762768,2006037,170,11,22,48,98,0,0,2,11,6,12,5,11,1,0,138,283,91,20,3,1,2.84,3.47,6.31
929389526,"Tommyboy85","tommyboy#3739",365470940139880449,4138967,2953624,264,12,31,87,154,3,0,0,17,9,27,3,23,8,0,260,435,187,67,8,4,4.05,4.22,8.28
938542548,"Sultan2309","Sultan2309#7453",384515097634013184,3408363,2080787,192,11,27,82,115,1,2,1,7,4,31,3,23,9,0,159,290,124,45,9,4,3.33,5.14,8.47
962753997,"Larping Soccer Moms","Larping Soccer Moms#6379",390552923182202881,2263255,1624509,126,13,18,39,78,0,1,2,8,4,8,7,8,1,0,133,212,98,15,3,1,3.68,3.46,7.13
992275427,"Stargun inoza","stargun#1897",395048449478885376,3866959,2771996,228,17,26,88,130,3,3,5,15,4,34,4,20,3,0,240,294,103,38,4,3,2.39,4.35,6.74
994659641,"OttoVonGens","OttoVonGens#2822",492348658873008128,4683997,3266137,255,11,37,104,191,3,3,2,22,6,35,4,28,4,0,354,618,254,78,7,5,4.76,4.41,9.17
997239157,"Gryphix","Gryphix#1116",261459552527056896,4346531,3052355,230,15,37,99,162,3,2,1,24,5,34,6,20,7,0,265,503,188,75,15,3,4.01,4.54,8.55
283842274,"JustinAlexander11","JustinAlexander11#1023",788174638366457886,4220879,2649230,222,6,15,101,109,6,0,1,1,20,32,5,27,15,0,213,331,150,55,11,3,3.26,4.9,8.16
837163221,"PluntsNBussy","PluntsNBussy#7958",740617488093675601,4322831,3239058,257,16,6,107,113,11,1,3,14,5,20,5,36,16,4,214,234,84,42,10,3,1.89,4.6,6.49
976597667,"joker","General*joker#2767",496484691952533514,3448157,2354891,201,20,18,64,131,4,1,2,11,1,25,7,14,3,0,233,303,110,35,5,1,2.84,3.67,6.51
997394645,"EvilCoyote2011","evilcoyote2011#2815",339474629095587850,3958557,2749308,228,12,46,61,140,3,2,3,8,4,26,5,12,1,0,215,291,96,21,2,1,2.08,3.4,5.48
427553566,"Tel Nadda","TelNadda#6825",183588002117713920,2525595,1848729,141,8,8,34,79,3,1,1,2,4,6,3,14,3,0,123,108,45,12,1,1,1.54,2.64,4.19
552522334,"MINI Stewabob","FupaHave#2185",711320160434389084,2661673,1921496,163,10,10,48,80,1,0,2,8,2,21,2,7,5,0,139,205,79,25,8,1,2.74,3.39,6.13
513125742,"MarkKenoburger","kenoburger#9903",674841735314276362,3186161,2077050,175,6,33,69,123,2,0,0,23,4,18,6,16,2,0,210,283,128,30,4,2,3.48,4.54,8.02
