"CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,118543169,ShootMeow,Shootmeow#3818,384"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,929389526,Tommyboy85,tommyboy#3739,302"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,283842274,JustinAlexander11,JustinAlexander11#1023,252"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,416984533,Theflavorgreen,theflavorgreen#9250,244"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,873729113,ONE,mcramos#8116,233"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,926679294,Revanche Gilder,beefuofa#8904,225"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,268951863,Loadage,Loadage#1450,219"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,997394645,EvilCoyote2011,evilcoyote2011#2815,204"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,938542548,Sultan2309,Sultan2309#7453,194"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,461667365,AKB,akb#7955,188"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,148199846,Agave,Agave#6806,182"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,144353549,Wolfman314,Wolfman314#6474,182"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,473373554,Baxston Kane,Baxston Kane#5600,161"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,248271439,Guntha Arbos,guntha arbos#0996,160"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,145"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,962753997,Larping Soccer Moms,Larping Soccer Moms#6379,144"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,545871634,Argarax,Kazrud#2235,136"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,513125742,MarkKenoburger,kenoburger#9903,131"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,894569678,Dark Penguin,DarkPenguin#2039,119"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,369391932,ikki84,ikki84#5792,116"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,994659641,OttoVonGens,OttoVonGens#2822,113"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,997239157,Gryphix,Gryphix#1116,102"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,671337993,SloppySaberFlavor,Sloppysaberflavor#9142,101"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,596537312,Masajj Vemtits,Masajj Vemtits#4575,100"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,188434999,JamesBond007,JamesBond#3273,93"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,82"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,635417488,Wil043,will043#3201,80"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,826592934,Zhil Axfow,Zhil Axfow#5696,80"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,976597667,joker,General*joker#2767,76"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,427553566,Tel Nadda,TelNadda#6825,53"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,552522334,MINI Stewabob,FupaHave#2185,44"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,148163689,ilekkund2,ilekkund#8475,40"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,39"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,214848174,ilekkund,ilekkund#8475,39"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,515621617,Flywire,Flywire#662,38"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,124849497,M1TTH,!M1TTH#8698,20"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,245711569,Promethean,Promethean#3008,20"
"1641150000000,vs. Màx Rebø Bànd ,attack_stars,193116527,BraZ,Braz#5972,12"
"1641150000000,vs. Màx Rebø Bànd ,disobey,118543169,ShootMeow,Shootmeow#3818,22"
"1641150000000,vs. Màx Rebø Bànd ,disobey,873729113,ONE,mcramos#8116,16"
"1641150000000,vs. Màx Rebø Bànd ,disobey,929389526,Tommyboy85,tommyboy#3739,16"
"1641150000000,vs. Màx Rebø Bànd ,disobey,416984533,Theflavorgreen,theflavorgreen#9250,15"
"1641150000000,vs. Màx Rebø Bànd ,disobey,248271439,Guntha Arbos,guntha arbos#0996,14"
"1641150000000,vs. Màx Rebø Bànd ,disobey,283842274,JustinAlexander11,JustinAlexander11#1023,14"
"1641150000000,vs. Màx Rebø Bànd ,disobey,268951863,Loadage,Loadage#1450,14"
"1641150000000,vs. Màx Rebø Bànd ,disobey,997394645,EvilCoyote2011,evilcoyote2011#2815,13"
"1641150000000,vs. Màx Rebø Bànd ,disobey,461667365,AKB,akb#7955,12"
"1641150000000,vs. Màx Rebø Bànd ,disobey,473373554,Baxston Kane,Baxston Kane#5600,11"
"1641150000000,vs. Màx Rebø Bànd ,disobey,926679294,Revanche Gilder,beefuofa#8904,11"
"1641150000000,vs. Màx Rebø Bànd ,disobey,938542548,Sultan2309,Sultan2309#7453,11"
"1641150000000,vs. Màx Rebø Bànd ,disobey,148199846,Agave,Agave#6806,10"
"1641150000000,vs. Màx Rebø Bànd ,disobey,144353549,Wolfman314,Wolfman314#6474,10"
"1641150000000,vs. Màx Rebø Bànd ,disobey,545871634,Argarax,Kazrud#2235,7"
"1641150000000,vs. Màx Rebø Bànd ,disobey,369391932,ikki84,ikki84#5792,7"
"1641150000000,vs. Màx Rebø Bànd ,disobey,962753997,Larping Soccer Moms,Larping Soccer Moms#6379,7"
"1641150000000,vs. Màx Rebø Bànd ,disobey,513125742,MarkKenoburger,kenoburger#9903,7"
"1641150000000,vs. Màx Rebø Bànd ,disobey,671337993,SloppySaberFlavor,Sloppysaberflavor#9142,7"
"1641150000000,vs. Màx Rebø Bànd ,disobey,894569678,Dark Penguin,DarkPenguin#2039,6"
"1641150000000,vs. Màx Rebø Bànd ,disobey,976597667,joker,General*joker#2767,6"
"1641150000000,vs. Màx Rebø Bànd ,disobey,994659641,OttoVonGens,OttoVonGens#2822,6"
"1641150000000,vs. Màx Rebø Bànd ,disobey,427553566,Tel Nadda,TelNadda#6825,6"
"1641150000000,vs. Màx Rebø Bànd ,disobey,997239157,Gryphix,Gryphix#1116,5"
"1641150000000,vs. Màx Rebø Bànd ,disobey,188434999,JamesBond007,JamesBond#3273,5"
