AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
515621617,Flywire,Flywire#662,1.31625E+17,3595413,2438441,218,28,21,69,131,2,1,7,19,0,20,2,18,2,0,186,361,124,36,8,3,3.09,3.72,6.82
545871634,Argarax,Kazrud#2235,5.06545E+17,3783972,2292598,198,10,9,102,94,3,1,2,17,4,36,4,24,12,1,203,367,109,53,12,5,2.77,5.36,8.13
552854579,MINI Zeratoark,Zeratoark#9535,2.66724E+17,3957668,2826646,237,7,44,83,129,2,3,2,12,6,29,5,14,7,0,188,570,224,78,18,2,5.19,4.28,9.48
556569861,wamakima5004,wamakima5004#0097,1.31408E+17,3753242,2730814,244,11,47,72,148,2,2,0,13,14,17,6,16,4,0,196,412,160,41,2,3,3.66,4.07,7.74
589218854,Bitz Maidenhell,Bitz Maidenhell#2587,2.24775E+17,3839898,2494054,234,28,38,63,128,0,3,2,12,5,23,4,10,2,0,159,250,79,14,2,1,1.75,3.5,5.25
591283737,Maxaron Lexilon,MaxaronLexilon#3633,6.04506E+17,3922838,3021364,229,8,72,59,143,0,0,0,5,2,31,0,17,4,0,156,491,168,52,15,1,3.92,3.7,7.62
592184954,Elros Halfelven,Lotrguru#9235,2.3595E+17,3749152,2707458,228,22,25,77,125,1,2,1,16,4,27,5,18,4,0,172,375,148,36,3,3,3.4,4,7.39
596537312,Masajj Vemtits,Masajj Vemtits#4575,2.91733E+17,3686854,2559764,227,10,38,78,138,0,1,13,12,12,13,9,13,0,0,184,354,145,53,8,1,3.56,4.13,7.7
629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,5.17475E+17,1935030,1327320,137,23,4,30,53,1,0,0,7,0,12,0,8,2,0,91,86,21,3,2,0,0.96,2.91,3.87
635417488,Wil043,will043#3201,5.34831E+17,3526800,2202130,184,21,33,50,106,2,0,1,2,4,24,4,13,2,0,162,179,55,13,1,1,1.34,3.29,4.63
648797678,Neeb,EJNeeb#0132,6.97182E+17,3663833,2398491,222,13,59,40,110,0,3,5,11,1,14,3,3,0,0,114,205,61,12,2,0,1.43,2.82,4.25
671337993,SloppySaberFlavor,Sloppysaberflavor#9142,3.44333E+17,3763320,2568880,224,29,35,53,140,1,0,1,10,7,14,2,16,3,0,186,163,61,23,5,2,1.5,3.11,4.61
753225541,Philo Beddoe,Handleman20#4805,5.57191E+17,3669216,2659735,231,13,18,72,118,0,4,4,21,8,16,4,13,2,0,199,281,66,15,5,2,1.6,3.57,5.17
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3409124,2270194,193,26,13,62,124,1,0,0,9,4,19,8,16,6,0,173,219,88,22,5,2,2.28,3.65,5.93
825875376,Zlada14,zlada14#0537,3.92856E+17,3710846,2648270,249,4,40,69,149,1,5,2,18,6,18,2,13,4,0,176,395,152,44,15,2,3.76,3.79,7.55
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3732090,2907163,242,14,53,60,137,0,4,2,4,5,28,7,5,2,0,124,309,97,21,0,0,2.19,3.43,5.63
873729113,ONE,mcramos#8116,7.64212E+17,3992262,2704591,234,41,34,46,135,1,0,3,6,7,16,6,7,1,0,203,241,63,9,2,0,1.34,2.56,3.89
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2642526,1959869,167,13,18,43,90,0,1,2,9,4,14,4,8,1,0,128,260,86,19,3,1,2.82,3.16,5.97
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3785079,2935785,212,9,36,97,100,3,0,2,22,6,37,4,20,6,0,174,311,110,18,1,4,2.44,4.9,7.34
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,3986309,2871715,257,11,26,83,147,1,0,0,15,9,25,3,23,8,0,243,383,170,59,8,3,3.83,4.13,7.96
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3280755,1960704,188,12,31,71,114,1,1,3,5,5,29,4,17,7,0,151,282,116,41,9,4,3.24,4.8,8.04
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2156994,1597317,123,13,21,35,71,0,0,2,8,3,8,7,7,0,0,120,198,88,15,3,0,3.49,3.33,6.82
992275427,Stargun inoza,stargun#1897,3.95048E+17,3725836,2617589,223,16,26,83,120,2,2,5,15,4,33,5,17,1,0,229,292,101,35,3,2,2.4,4.28,6.68
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4539166,3072968,249,11,34,98,183,3,2,1,21,4,36,4,26,4,0,333,598,242,73,5,4,4.65,4.35,9
997239157,Gryphix,Gryphix#1116,2.6146E+17,4197393,2903041,227,18,39,90,155,2,0,0,24,2,35,5,17,7,0,239,462,171,65,14,3,3.77,4.4,8.17
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,3962184,2537203,209,7,15,92,100,3,1,1,1,23,26,2,24,14,0,185,291,131,46,11,3,3.04,4.71,7.75
976597667,joker,General*joker#2767,4.96485E+17,3309991,2182408,191,20,15,61,121,2,0,1,11,4,23,6,12,3,0,220,283,102,30,5,1,2.74,3.63,6.37
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3819066,2532681,218,9,49,55,133,2,2,0,9,6,22,6,9,1,0,201,279,91,20,2,1,2.04,3.36,5.4
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2362597,1686965,132,7,7,30,72,2,0,1,2,4,6,2,13,2,0,107,93,39,7,0,1,1.38,2.52,3.9
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2502328,1678060,150,9,12,40,73,1,0,1,8,2,15,3,7,3,0,133,202,75,19,7,1,2.72,3.17,5.89
513125742,MarkKenoburger,kenoburger#9903,6.74842E+17,3031202,1944547,169,7,30,64,120,1,3,0,20,5,16,6,13,1,0,194,260,117,25,2,2,3.29,4.38,7.67
