"CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score"
"1646676000000,vs. Hero Force,attack_stars,118543169,ShootMeow,Shootmeow#3818,328"
"1646676000000,vs. Hero Force,attack_stars,214848174,ilekkund,ilekkund#8475,275"
"1646676000000,vs. Hero Force,attack_stars,148199846,Agave,Agave#6806,240"
"1646676000000,vs. Hero Force,attack_stars,545871634,Argarax,Kazrud#2235,237"
"1646676000000,vs. Hero Force,attack_stars,592184954,denkrob,denkrob#5995,219"
"1646676000000,vs. Hero Force,attack_stars,997239157,Gryphix,Gryphix#1116,217"
"1646676000000,vs. Hero Force,attack_stars,994659641,OttoVonGens,OttoVonGens#2822,195"
"1646676000000,vs. Hero Force,attack_stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,183"
"1646676000000,vs. Hero Force,attack_stars,596537312,Masajj Vemtits,Masajj Vemtits#4575,181"
"1646676000000,vs. Hero Force,attack_stars,938542548,Sultan2309,Sultan2309#7453,180"
"1646676000000,vs. Hero Force,attack_stars,929389526,Tommyboy85,tommyboy#3739,178"
"1646676000000,vs. Hero Force,attack_stars,461667365,AKB,akb#7955,173"
"1646676000000,vs. Hero Force,attack_stars,473373554,Baxston Kane,Baxston Kane#5600,162"
"1646676000000,vs. Hero Force,attack_stars,268951863,Loadage,Loadage#1450,158"
"1646676000000,vs. Hero Force,attack_stars,797491243,TacoPizza,TacoPizza#2451,158"
"1646676000000,vs. Hero Force,attack_stars,926679294,Revanche Gilder,beefuofa#8904,156"
"1646676000000,vs. Hero Force,attack_stars,148163689,ilekkund2,ilekkund#8475,147"
"1646676000000,vs. Hero Force,attack_stars,513125742,MarkKenoburger,kenoburger#9903,147"
"1646676000000,vs. Hero Force,attack_stars,492994246,Chaunce,Chaunce#1601,145"
"1646676000000,vs. Hero Force,attack_stars,144353549,Wolfman314,Wolfman314#6474,140"
"1646676000000,vs. Hero Force,attack_stars,245711569,Promethean,Promethean#3008,134"
"1646676000000,vs. Hero Force,attack_stars,515621617,Flywire,Flywire#662,129"
"1646676000000,vs. Hero Force,attack_stars,552522334,MINI Stewabob,FupaHave#2185,123"
"1646676000000,vs. Hero Force,attack_stars,283842274,JustinAlexander11,JustinAlexander11#1023,122"
"1646676000000,vs. Hero Force,attack_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,121"
"1646676000000,vs. Hero Force,attack_stars,589218854,Bitz Maidenhell,Bitz Maidenhell#2587,119"
"1646676000000,vs. Hero Force,attack_stars,753225541,Philo Beddoe,Handleman20#4805,119"
"1646676000000,vs. Hero Force,attack_stars,825875376,Zlada14,zlada14#0537,114"
"1646676000000,vs. Hero Force,attack_stars,629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,95"
"1646676000000,vs. Hero Force,attack_stars,124849497,M1TTH,!M1TTH#8698,93"
"1646676000000,vs. Hero Force,attack_stars,556569861,wamakima5004,wamakima5004#0097,91"
"1646676000000,vs. Hero Force,attack_stars,427553566,Tel Nadda,TelNadda#6825,87"
"1646676000000,vs. Hero Force,attack_stars,416984533,Theflavorgreen,theflavorgreen#9250,82"
"1646676000000,vs. Hero Force,attack_stars,826592934,Zhil Axfow,Zhil Axfow#5696,81"
"1646676000000,vs. Hero Force,attack_stars,894569678,Dark Penguin,DarkPenguin#2039,79"
"1646676000000,vs. Hero Force,attack_stars,494485598,TWill88,twill88#0974,79"
