AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
592184954,Elros Halfelven,Lotrguru#9235,2.3595E+17,3693497,2674052,226,21,28,74,125,0,1,1,15,4,25,6,16,4,0,170,369,147,36,3,3,3.43,3.94,7.36
596537312,Masajj Vemtits,Masajj Vemtits#4575,2.91733E+17,3621836,2549836,227,12,34,76,139,0,2,13,10,13,13,8,12,0,0,164,344,133,44,7,0,3.3,4.01,7.31
629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,5.17475E+17,1860554,1269318,136,23,5,26,52,0,1,0,8,0,8,0,7,2,0,82,83,19,3,2,0,0.91,2.66,3.58
635417488,Wil043,will043#3201,5.34831E+17,3459092,2184263,179,25,30,46,107,1,0,1,2,4,20,5,13,1,0,158,173,49,13,1,1,1.23,3.06,4.29
648797678,Neeb,EJNeeb#0132,6.97182E+17,3568566,2387150,220,14,58,36,104,0,0,4,11,1,13,3,3,0,0,94,197,58,12,2,0,1.4,2.68,4.08
671337993,SloppySaberFlavor,Sloppysaberflavor#9142,3.44333E+17,3602218,2512121,217,32,33,47,131,0,0,0,9,5,12,2,17,2,0,167,150,59,22,4,1,1.5,2.91,4.41
753225541,Philo Beddoe,Handleman20#4805,5.57191E+17,3491592,2591721,225,13,20,65,118,0,2,3,19,7,18,4,11,1,0,190,257,62,15,5,2,1.59,3.43,5.02
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3301763,2152339,184,24,14,58,122,0,0,0,9,4,17,8,16,4,0,162,216,84,20,4,2,2.23,3.57,5.8
825875376,Zlada14,zlada14#0537,3.92856E+17,3609569,2611698,241,4,38,65,150,0,3,4,17,6,19,2,11,3,0,176,393,148,44,15,1,3.77,3.66,7.43
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3631437,2866498,241,14,52,55,134,0,3,3,3,5,29,7,2,2,0,116,305,92,19,0,0,2.13,3.28,5.42
873729113,ONE,mcramos#8116,7.64212E+17,3887033,2665759,231,38,32,44,132,1,0,2,7,8,17,4,5,1,0,197,228,60,9,2,0,1.31,2.47,3.78
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2538882,1912774,165,13,19,38,88,0,2,2,7,4,13,2,7,1,0,116,247,75,17,3,1,2.57,2.93,5.5
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3561181,2785334,208,12,44,79,93,1,2,0,18,4,31,3,15,6,0,151,271,95,13,0,3,2.21,4.46,6.66
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,3831574,2839959,254,11,28,77,141,1,0,0,16,10,21,3,22,5,0,230,364,160,55,8,3,3.75,3.96,7.71
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3104443,1893484,184,13,30,66,105,0,3,2,6,4,27,5,16,3,0,128,260,109,33,4,3,3.1,4.62,7.72
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2051207,1522071,118,14,22,29,69,0,0,3,4,2,8,6,6,0,0,103,183,78,13,3,0,3.26,3.04,6.3
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4391762,2934861,244,14,34,91,177,0,3,2,17,3,33,3,25,4,0,310,544,222,64,5,4,4.4,4.21,8.62
997239157,Gryphix,Gryphix#1116,2.6146E+17,4091735,2852891,223,21,37,83,154,1,0,1,18,2,34,4,17,7,0,210,428,153,58,13,3,3.47,4.19,7.66
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,3805088,2336409,201,6,14,88,94,1,0,3,3,22,24,2,23,11,0,166,269,116,41,10,3,2.81,4.71,7.52
976597667,joker,General*joker#2767,4.96485E+17,3256370,2137533,188,22,13,57,119,2,0,1,10,5,22,5,11,3,0,206,276,97,26,5,1,2.63,3.45,6.09
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3741797,2447476,213,10,51,51,132,1,1,0,8,6,22,4,9,1,0,186,259,83,19,2,1,1.91,3.3,5.2
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2191159,1531785,122,5,7,26,66,1,0,1,2,4,3,2,13,1,0,104,83,33,6,1,1,1.29,2.4,3.68
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2278389,1517193,140,8,10,37,66,1,0,1,8,3,14,2,6,2,0,123,175,62,19,7,0,2.53,3.16,5.69
513125742,MarkKenoburger,kenoburger#9903,6.74842E+17,2837664,1896594,157,5,30,58,114,1,2,0,19,5,14,6,12,0,0,177,225,105,22,2,1,3.16,4.22,7.38
