"CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score"
"1642446000000,vs. Raider Republic Knights,attack_stars,148199846,Agave,Agave#6806,316"
"1642446000000,vs. Raider Republic Knights,attack_stars,591283737,Maxaron Lexilon,MaxaronLexilon#3633,292"
"1642446000000,vs. Raider Republic Knights,attack_stars,545871634,Argarax,Kazrud#2235,279"
"1642446000000,vs. Raider Republic Knights,attack_stars,118543169,ShootMeow,Shootmeow#3818,277"
"1642446000000,vs. Raider Republic Knights,attack_stars,283842274,JustinAlexander11,JustinAlexander11#1023,271"
"1642446000000,vs. Raider Republic Knights,attack_stars,461667365,AKB,akb#7955,255"
"1642446000000,vs. Raider Republic Knights,attack_stars,926679294,Revanche Gilder,beefuofa#8904,243"
"1642446000000,vs. Raider Republic Knights,attack_stars,268951863,Loadage,Loadage#1450,226"
"1642446000000,vs. Raider Republic Knights,attack_stars,938542548,Sultan2309,Sultan2309#7453,206"
"1642446000000,vs. Raider Republic Knights,attack_stars,515621617,Flywire,Flywire#662,179"
"1642446000000,vs. Raider Republic Knights,attack_stars,473373554,Baxston Kane,Baxston Kane#5600,178"
"1642446000000,vs. Raider Republic Knights,attack_stars,427553566,Tel Nadda,TelNadda#6825,176"
"1642446000000,vs. Raider Republic Knights,attack_stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,175"
"1642446000000,vs. Raider Republic Knights,attack_stars,997239157,Gryphix,Gryphix#1116,162"
"1642446000000,vs. Raider Republic Knights,attack_stars,188434999,JamesBond007,JamesBond#3273,161"
"1642446000000,vs. Raider Republic Knights,attack_stars,992275427,Stargun inoza,stargun#1897,159"
"1642446000000,vs. Raider Republic Knights,attack_stars,797491243,TacoPizza,TacoPizza#2451,157"
"1642446000000,vs. Raider Republic Knights,attack_stars,513125742,MarkKenoburger,kenoburger#9903,140"
"1642446000000,vs. Raider Republic Knights,attack_stars,671337993,SloppySaberFlavor,Sloppysaberflavor#9142,138"
"1642446000000,vs. Raider Republic Knights,attack_stars,248271439,Guntha Arbos,guntha arbos#0996,120"
"1642446000000,vs. Raider Republic Knights,attack_stars,552522334,MINI Stewabob,FupaHave#2185,116"
"1642446000000,vs. Raider Republic Knights,attack_stars,962753997,Larping Soccer Moms,Larping Soccer Moms#6379,115"
"1642446000000,vs. Raider Republic Knights,attack_stars,825875376,Zlada14,zlada14#0537,111"
"1642446000000,vs. Raider Republic Knights,attack_stars,416984533,Theflavorgreen,theflavorgreen#9250,99"
"1642446000000,vs. Raider Republic Knights,attack_stars,753225541,Philo Beddoe,Handleman20#4805,98"
"1642446000000,vs. Raider Republic Knights,attack_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,94"
"1642446000000,vs. Raider Republic Knights,attack_stars,596537312,Masajj Vemtits,Masajj Vemtits#4575,81"
"1642446000000,vs. Raider Republic Knights,attack_stars,976597667,joker,General*joker#2767,72"
"1642446000000,vs. Raider Republic Knights,attack_stars,245711569,Promethean,Promethean#3008,60"
"1642446000000,vs. Raider Republic Knights,attack_stars,144353549,Wolfman314,Wolfman314#6474,39"
"1642446000000,vs. Raider Republic Knights,attack_stars,492994246,Chaunce,Chaunce#1601,20"
"1642446000000,vs. Raider Republic Knights,attack_stars,592184954,Elros Halfelven,Lotrguru#9235,20"
"1642446000000,vs. Raider Republic Knights,attack_stars,929389526,Tommyboy85,tommyboy#3739,20"
"1642446000000,vs. Raider Republic Knights,attack_stars,499477827,Calens,Calens#9082,19"
"1642446000000,vs. Raider Republic Knights,disobey,545871634,Argarax,Kazrud#2235,22"
"1642446000000,vs. Raider Republic Knights,disobey,148199846,Agave,Agave#6806,16"
"1642446000000,vs. Raider Republic Knights,disobey,283842274,JustinAlexander11,JustinAlexander11#1023,16"
"1642446000000,vs. Raider Republic Knights,disobey,591283737,Maxaron Lexilon,MaxaronLexilon#3633,16"
"1642446000000,vs. Raider Republic Knights,disobey,461667365,AKB,akb#7955,14"
"1642446000000,vs. Raider Republic Knights,disobey,118543169,ShootMeow,Shootmeow#3818,14"
"1642446000000,vs. Raider Republic Knights,disobey,268951863,Loadage,Loadage#1450,13"
"1642446000000,vs. Raider Republic Knights,disobey,926679294,Revanche Gilder,beefuofa#8904,13"
"1642446000000,vs. Raider Republic Knights,disobey,938542548,Sultan2309,Sultan2309#7453,11"
"1642446000000,vs. Raider Republic Knights,disobey,473373554,Baxston Kane,Baxston Kane#5600,10"
"1642446000000,vs. Raider Republic Knights,disobey,515621617,Flywire,Flywire#662,10"
"1642446000000,vs. Raider Republic Knights,disobey,242144976,MINI xipokemastrix,xIPokemastrIx#2005,10"
"1642446000000,vs. Raider Republic Knights,disobey,992275427,Stargun inoza,stargun#1897,10"
