AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
118543169,ShootMeow,Shootmeow#3818,3.64037E+17,4086735,2941666,240,30,45,68,153,2,0,0,11,11,27,4,10,5,0,324,436,146,39,8,2,3.17,3.57,6.74
124849497,M1TTH,!M1TTH#8698,2.25969E+17,2867688,2083399,187,16,30,34,103,0,2,3,3,0,15,3,6,2,0,142,191,58,27,5,0,1.91,2.67,4.58
144353549,Wolfman314,Wolfman314#6474,3.8312E+17,3806956,2768912,228,17,52,56,122,1,0,2,8,9,19,2,14,2,0,188,412,145,46,11,0,3.46,3.37,6.83
148163689,ilekkund2,ilekkund#8475,3.22359E+17,3083924,2387855,213,12,20,61,114,2,0,0,18,3,20,4,11,5,0,179,352,131,45,14,1,3.96,3.74,7.7
148199846,Agave,Agave#6806,3.93395E+17,3822142,2714152,234,21,25,67,130,2,3,3,15,3,19,4,16,4,0,224,478,193,62,10,2,4.52,3.45,7.97
188434999,JamesBond007,JamesBond#3273,6.6964E+17,3438477,2548949,198,20,29,70,119,2,1,0,16,13,22,4,13,1,0,163,255,83,20,5,1,2.13,3.94,6.08
214848174,ilekkund,ilekkund#8475,3.22359E+17,4585805,3170554,258,20,48,100,167,2,0,0,21,2,40,4,22,11,0,215,527,202,72,14,3,4.02,4.61,8.63
242144976,MINI xipokemastrix,xIPokemastrIx#2005,3.47774E+17,2715034,1940058,180,11,20,45,100,1,3,1,10,1,15,3,9,2,0,198,378,157,39,5,2,5.02,3.28,8.3
245711569,Promethean,Promethean#3008,3.24684E+17,3421392,2382626,227,23,33,55,106,1,0,0,12,7,20,4,10,2,0,225,477,175,50,16,2,4.66,3.41,8.08
247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,7.295E+17,2625561,1807692,174,12,15,36,59,1,0,0,3,0,22,0,8,3,0,123,188,59,12,3,0,1.96,2.87,4.83
248271439,Guntha Arbos,guntha arbos#0996,5.96387E+17,3994622,2712561,219,21,41,80,162,0,14,4,20,7,15,4,13,3,0,215,276,114,56,11,3,2.73,3.97,6.7
265535499,Higgs,Higgs#0298,3.5195E+17,3387187,2409189,196,15,46,57,115,0,1,8,23,13,7,3,2,0,0,118,291,108,18,4,0,2.73,3.47,6.2
268951863,Loadage,Loadage#1450,2.42793E+17,3772643,2787763,233,15,15,70,116,2,1,0,14,8,23,2,15,6,0,141,382,131,51,17,2,3.32,3.46,6.78
394973836,DarthJarJar,null,0,3444707,2042333,189,29,34,54,149,0,4,3,10,10,8,3,16,0,0,255,234,85,19,3,2,2.14,3.5,5.64
416984533,Theflavorgreen,theflavorgreen#9250,3.67649E+17,3641398,2265555,198,20,33,44,95,2,0,0,4,8,8,4,14,4,2,144,249,78,17,2,1,1.84,2.94,4.78
461667365,AKB,akb#7955,3.22799E+17,3851503,2529168,229,24,36,68,144,2,0,1,13,2,29,5,14,4,0,183,296,116,28,2,2,2.59,3.82,6.4
473373554,Baxston Kane,Baxston Kane#5600,5.04379E+17,4037479,2942925,242,15,46,62,143,1,8,1,11,3,11,4,21,3,0,150,312,80,24,5,1,1.78,3.32,5.1
492994246,Chaunce,Chaunce#1601,3.27048E+17,3956117,2863900,249,16,29,79,151,1,1,0,18,8,25,6,19,2,0,275,426,134,30,4,3,2.92,3.91,6.83
499477827,Calens,Calens#9082,5.66925E+17,3913771,2603304,232,19,30,66,132,0,2,1,13,10,25,3,12,0,0,186,327,109,27,3,2,2.41,3.44,5.85
515621617,Flywire,Flywire#662,1.31625E+17,3571522,2431750,217,27,22,67,131,1,0,7,18,0,20,2,18,2,0,183,357,120,35,8,3,3.02,3.68,6.7
545871634,Argarax,Kazrud#2235,5.06545E+17,3730896,2283634,196,10,9,99,90,2,1,2,17,3,34,4,24,12,1,188,350,97,48,11,4,2.51,5.27,7.78
552854579,MINI Zeratoark,Zeratoark#9535,2.66724E+17,3931524,2822514,237,8,43,83,128,2,2,3,12,6,27,5,14,7,0,184,572,222,76,18,2,5.18,4.26,9.44
556569861,wamakima5004,wamakima5004#0097,1.31408E+17,3723549,2716422,244,10,48,70,149,1,0,0,13,15,15,6,16,4,0,187,404,158,39,2,2,3.64,4.03,7.67
589218854,Bitz Maidenhell,Bitz Maidenhell#2587,2.24775E+17,3805851,2485246,232,28,38,63,125,0,3,2,12,5,23,4,10,2,0,159,250,79,14,2,1,1.77,3.53,5.29
591283737,Maxaron Lexilon,MaxaronLexilon#3633,6.04506E+17,3914834,3017417,229,7,72,59,148,0,0,0,5,2,31,0,17,4,0,156,489,167,51,15,1,3.9,3.7,7.6
592184954,Elros Halfelven,Lotrguru#9235,2.3595E+17,3721865,2699795,226,21,26,76,126,1,2,1,15,5,26,5,18,4,0,171,369,148,36,3,3,3.42,3.99,7.41
596537312,Masajj Vemtits,Masajj Vemtits#4575,2.91733E+17,3681324,2557714,227,10,39,77,144,0,1,13,11,12,14,8,13,0,0,180,354,143,53,8,1,3.53,4.11,7.64
629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,5.17475E+17,1930617,1323478,137,23,4,30,54,1,0,0,8,0,11,0,8,2,0,91,86,21,3,2,0,0.96,2.91,3.87
635417488,Wil043,will043#3201,5.34831E+17,3517101,2201518,184,20,33,50,108,2,0,2,2,5,22,4,13,2,0,157,177,52,13,1,1,1.27,3.28,4.55
648797678,Neeb,EJNeeb#0132,6.97182E+17,3635864,2396582,222,12,61,38,110,0,1,5,11,1,14,3,3,0,0,112,204,61,12,2,0,1.44,2.79,4.23
671337993,SloppySaberFlavor,Sloppysaberflavor#9142,3.44333E+17,3746584,2551943,224,29,36,51,141,1,1,0,9,7,13,2,16,3,0,180,162,60,23,4,2,1.47,3.05,4.52
753225541,Philo Beddoe,Handleman20#4805,5.57191E+17,3575042,2649674,228,13,19,70,121,0,3,3,21,8,16,5,11,2,0,199,266,65,15,5,2,1.62,3.55,5.17
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3387019,2229112,192,26,15,60,126,1,0,0,9,4,18,8,16,5,0,171,224,89,22,5,2,2.32,3.61,5.93
825875376,Zlada14,zlada14#0537,3.92856E+17,3679052,2639993,246,4,41,68,149,1,4,3,18,6,18,2,12,4,0,176,393,148,44,15,2,3.7,3.78,7.48
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3722129,2904681,242,15,52,59,141,0,4,2,4,5,28,7,5,2,0,123,307,95,20,0,0,2.15,3.4,5.54
873729113,ONE,mcramos#8116,7.64212E+17,3950757,2695591,231,42,32,46,136,1,0,3,6,7,16,6,7,1,0,202,238,63,9,2,0,1.35,2.55,3.9
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2634136,1953855,167,13,17,43,92,0,1,3,9,5,13,3,8,1,0,127,260,85,18,3,1,2.79,3.13,5.91
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3753102,2925061,212,9,39,94,99,2,0,2,22,6,34,4,20,6,0,170,300,107,18,1,4,2.39,4.84,7.24
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,3932413,2871715,256,11,27,81,142,1,0,0,15,9,24,3,22,8,0,238,374,167,56,8,3,3.8,4.09,7.89
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3254343,1951547,188,12,32,69,116,1,2,2,6,4,27,4,17,7,0,140,276,115,40,8,3,3.22,4.73,7.95
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2140440,1541362,122,15,20,34,72,0,0,2,8,3,8,7,6,0,0,120,197,88,15,3,0,3.51,3.28,6.79
992275427,Stargun inoza,stargun#1897,3.95048E+17,3710215,2599956,223,17,26,81,121,2,2,5,15,5,32,4,17,1,0,228,290,100,35,3,2,2.39,4.21,6.61
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4519099,3067283,249,12,35,96,184,1,2,1,21,3,35,4,26,4,0,327,592,238,72,5,4,4.6,4.3,8.9
997239157,Gryphix,Gryphix#1116,2.6146E+17,4185692,2895603,226,19,38,89,157,2,0,0,23,2,35,5,17,7,0,236,463,169,65,14,3,3.74,4.36,8.1
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,3924281,2531229,207,10,14,90,100,3,0,1,1,22,27,2,23,14,0,177,283,124,45,11,3,2.93,4.64,7.56
976597667,joker,General*joker#2767,4.96485E+17,3302483,2166722,189,21,14,61,121,2,0,1,11,4,23,6,12,3,0,216,280,99,30,5,1,2.67,3.63,6.3
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3801039,2477603,217,10,49,54,135,2,1,0,9,6,23,5,9,1,0,196,275,90,20,2,1,2.03,3.36,5.39
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2322966,1639481,131,4,8,29,70,2,0,1,2,4,5,2,13,2,0,114,94,35,7,0,1,1.27,2.52,3.79
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2445487,1595389,144,10,11,40,71,1,0,1,8,2,16,3,6,3,0,119,172,70,19,7,1,2.62,3.25,5.86
