AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
591283737,Maxaron Lexilon,MaxaronLexilon#3633,6.04506E+17,3872351,2954326,227,8,73,56,146,0,0,0,4,1,30,0,17,4,0,155,484,166,51,15,1,3.93,3.65,7.58
592184954,Elros Halfelven,Lotrguru#9235,2.3595E+17,3708065,2685001,226,21,27,75,125,1,1,1,15,4,25,6,17,4,0,171,369,148,36,3,3,3.44,3.96,7.39
596537312,Masajj Vemtits,Masajj Vemtits#4575,2.91733E+17,3661268,2555846,227,10,39,76,144,0,1,13,10,14,12,8,13,0,0,176,353,142,51,7,0,3.5,4.08,7.57
629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,5.17475E+17,1919621,1282085,137,23,5,29,54,1,0,0,8,0,9,0,8,2,0,91,86,21,3,2,0,0.97,2.86,3.83
635417488,Wil043,will043#3201,5.34831E+17,3492544,2195864,182,22,32,49,107,2,1,1,2,4,22,4,14,1,0,155,175,51,13,1,1,1.26,3.22,4.48
648797678,Neeb,EJNeeb#0132,6.97182E+17,3610726,2395050,221,12,62,36,110,0,0,4,11,1,13,3,3,0,0,110,202,61,12,2,0,1.45,2.73,4.18
671337993,SloppySaberFlavor,Sloppysaberflavor#9142,3.44333E+17,3717000,2539439,223,31,35,49,138,1,0,0,10,5,13,2,16,3,0,178,160,61,23,4,2,1.5,2.98,4.48
753225541,Philo Beddoe,Handleman20#4805,5.57191E+17,3529330,2628276,226,13,18,69,120,0,3,3,20,8,16,6,11,1,0,197,262,64,15,5,2,1.62,3.52,5.14
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3363682,2204137,192,26,15,59,124,1,0,0,9,5,16,8,16,5,0,168,220,88,22,5,2,2.31,3.58,5.89
825875376,Zlada14,zlada14#0537,3.92856E+17,3667973,2634753,243,4,40,68,150,0,5,3,17,6,18,2,13,3,0,176,393,148,44,15,2,3.71,3.76,7.48
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3677685,2892484,242,14,53,57,139,0,3,3,4,5,28,6,5,2,0,117,306,92,19,0,0,2.1,3.36,5.47
873729113,ONE,mcramos#8116,7.64212E+17,3925340,2690641,231,42,32,46,134,1,0,3,6,8,15,6,7,1,0,200,235,62,9,2,0,1.34,2.55,3.89
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2618720,1937840,167,13,19,41,92,0,0,3,9,4,15,2,7,1,0,123,255,83,18,3,1,2.74,3.07,5.81
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3693786,2878066,211,10,42,88,98,2,0,2,20,6,31,4,19,6,0,165,297,107,18,1,3,2.43,4.7,7.13
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,3906195,2857039,254,12,28,79,142,1,0,0,15,9,22,3,22,8,0,237,374,166,55,8,3,3.8,4.04,7.84
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3126338,1941488,184,12,31,66,105,0,2,2,6,3,27,4,17,5,0,126,255,106,36,6,3,3.06,4.63,7.69
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2116142,1533989,120,14,21,32,72,0,0,2,7,2,8,7,6,0,0,112,191,83,14,3,0,3.36,3.19,6.54
992275427,Stargun inoza,stargun#1897,3.95048E+17,3678593,2589600,221,16,27,80,121,2,2,5,15,4,33,4,17,0,0,218,284,98,33,3,2,2.36,4.2,6.56
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4474869,2968067,248,13,35,93,182,1,2,1,19,3,35,4,25,4,0,322,578,233,68,5,4,4.54,4.27,8.8
997239157,Gryphix,Gryphix#1116,2.6146E+17,4147971,2862380,226,18,39,86,155,2,0,0,21,2,35,4,17,7,0,230,459,168,63,13,3,3.73,4.3,8.03
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,3874376,2443076,204,8,14,89,98,3,0,1,1,22,27,2,22,14,0,171,275,119,42,11,3,2.84,4.69,7.53
976597667,joker,General*joker#2767,4.96485E+17,3290663,2147399,189,21,14,60,121,2,0,1,9,6,21,6,12,3,0,213,281,99,29,5,1,2.67,3.59,6.26
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3758055,2465198,214,11,48,54,131,2,1,1,10,5,22,5,9,1,0,195,261,83,19,2,1,1.9,3.36,5.26
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2277830,1599266,127,6,6,29,68,2,0,1,2,4,6,2,13,1,0,115,88,34,7,0,1,1.26,2.51,3.76
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2367468,1535623,141,11,9,40,69,1,1,2,8,3,14,2,7,2,0,126,179,70,19,7,0,2.7,3.25,5.96
513125742,MarkKenoburger,kenoburger#9903,6.74842E+17,2919417,1921987,159,8,30,60,118,1,2,0,19,6,14,5,14,0,0,187,234,108,23,2,2,3.16,4.26,7.42
