name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1
Obi Won Sebroni,247341668,2089854,2929231,20674538,5,29,0,11318425,5030475,6,0,TRUE,TRUE,0,19111,TRUE,TRUE,0,0,0,2,3,4,4,2,1
Larping Soccer Moms,962753997,1624509,2276977,13072286,3,14,0,7281593,3902893,5,0,TRUE,TRUE,0,20949,FALSE,FALSE,0,0,0,1,3,3,,2,
Gryphix,997239157,3052578,4353579,24271336,17,25,0,12837358,7430183,6,0,TRUE,TRUE,0,27757,TRUE,TRUE,0,0,0,1,4,4,0,3,1
ilekkund,214848174,3331506,4803753,27661315,31,31,0,15617876,8144276,6,0,TRUE,TRUE,456285,255032,TRUE,TRUE,0,0,0,3,3,4,4,4,1
Zhil Axfow,826592934,3073291,3857621,20979371,7,18,0,10780059,6931059,5,0,TRUE,TRUE,0,41427,FALSE,TRUE,0,0,0,1,1,2,4,,1
MINI xipokemastrix,242144976,2063952,2929926,18553217,31,24,0,11102725,5000050,6,0,TRUE,TRUE,101426,75376,TRUE,TRUE,0,0,0,3,3,4,4,3,0
Flywire,515621617,2544539,3675093,24752034,7,34,0,13043158,6222058,6,0,TRUE,TRUE,58483,59346,TRUE,TRUE,0,0,0,4,4,4,0,4,1
Baxston Kane,473373554,3097737,4309894,26117524,6,30,0,14940503,7415403,6,0,TRUE,TRUE,109867,26569,TRUE,TRUE,0,0,0,2,4,4,4,4,1
MarkKenoburger,513125742,2094469,3194674,21741518,1,30,0,12115032,5293932,6,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,4,0,4,1
KaStarkiller,222784581,2053213,2685387,16479770,42,17,0,8460850,4792925,4,0,TRUE,TRUE,418065,180146,FALSE,TRUE,0,0,0,1,3,,,3,1
ONE,873729113,2867115,4143731,18017094,5,10,0,9388220,7013020,5,0,TRUE,TRUE,0,30435,FALSE,FALSE,0,0,0,1,4,,,1,
Dark Penguin,894569678,2012866,2792998,14663510,27,13,0,9015329,4808379,6,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,3,4,0,0,2,1
Tel Nadda,427553566,1868966,2546709,10816930,9,6,0,5825569,4448569,4,0,TRUE,TRUE,54346,55139,FALSE,FALSE,0,0,0,4,,,,,
FinnTheMenaceOfEldia USM,281246885,2793976,4072240,18726081,32,22,0,8507582,3425732,5,0,TRUE,FALSE,0,133942,FALSE,TRUE,3440484,0,0,3,4,,,4,1
JustinAlexander11,283842274,2649254,4243654,21014754,1,29,0,9785430,3363505,6,0,TRUE,FALSE,0,0,TRUE,TRUE,3529403,0,0,1,3,4,4,3,1
Guntha Arbos,248271439,2822904,4233756,20425175,3,24,0,12173701,7055751,6,0,TRUE,TRUE,78334,23752,TRUE,TRUE,0,0,0,1,3,4,4,2,0
Tommyboy85,929389526,2980501,4167252,24386995,40,28,0,14521142,7156217,6,0,TRUE,TRUE,431195,132174,TRUE,TRUE,0,0,0,3,4,4,4,3,1
