name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1
Tel Nadda,427553566,1587919,2253319,14564267,12,10,1,4878987,3864237,2,0,TRUE,TRUE,0,93002,FALSE,FALSE,0,0,0,3,,,,,
Larping Soccer Moms,962753997,1532658,2104520,19418369,11,26,1,7042152,2426302,5,1,TRUE,FALSE,0,93349,FALSE,FALSE,1210876,0,0,1,3,4,,4,
Wil043,635417488,2193571,3483683,20380226,27,26,1,9048485,3489635,5,0,TRUE,FALSE,0,158062,FALSE,FALSE,2187619,0,0,3,4,4,,4,
Zhil Axfow,826592934,2873753,3651843,24496276,6,19,0,7348547,4160547,4,1,TRUE,FALSE,0,39873,FALSE,FALSE,2365049,0,0,1,4,4,,,
Tommyboy85,929389526,2857039,3905664,37163271,19,49,0,14061334,6763234,5,1,TRUE,TRUE,0,63903,TRUE,FALSE,0,0,0,4,4,4,4,4,
Philo Beddoe,753225541,2618372,3521960,28251791,8,29,1,10162398,6151448,4,1,TRUE,TRUE,0,36525,FALSE,FALSE,0,0,0,2,3,4,,2,
Loadage,268951863,2770692,3706061,37501283,7,52,6,13803765,6505665,6,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,4,4,4,0
BabyYodaHitta,629856937,1278019,1911369,12442676,11,9,0,4646788,3198038,2,0,TRUE,TRUE,0,93794,FALSE,FALSE,0,0,0,1,3,,,,
ilekkund,214848174,3153923,4528461,39222767,31,46,2,14632162,7696312,5,1,TRUE,TRUE,0,164577,TRUE,FALSE,0,0,0,3,4,4,4,4,
ilekkund2,148163689,2377534,3038263,31284624,39,43,1,12722498,5424398,5,1,TRUE,TRUE,0,149925,TRUE,FALSE,0,0,0,4,4,4,4,4,
MINI xipokemastrix,242144976,1880000,2661992,16863656,22,21,0,7919174,4570499,4,1,TRUE,TRUE,0,162603,FALSE,FALSE,0,0,0,3,3,,,3,
Flywire,515621617,2336128,3482282,30561259,9,49,2,12071722,5860372,5,1,TRUE,TRUE,0,62034,TRUE,FALSE,0,0,0,3,3,3,4,4,
ShootMeow,118543169,2835030,4029433,33918303,24,37,0,13296667,6873467,5,1,TRUE,TRUE,0,110157,TRUE,FALSE,0,0,0,4,4,4,4,2,
Dark Penguin,894569678,1935477,2615623,13899636,28,16,0,3343121,828121,3,1,FALSE,FALSE,0,28618,FALSE,FALSE,1787502,1107356,828121,1,2,4,,,
