name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Tel Nadda,427553566,1587919,2253319,4681592,6,3,0,4681592,3841592,2,0,TRUE,TRUE,19392,75302,FALSE,FALSE,0,0,0,3,,,,
Larping Soccer Moms,962753997,1532658,2104520,5840813,2,6,0,5840813,3638013,4,0,TRUE,TRUE,0,39471,FALSE,TRUE,0,0,0,4,,,1,1
Wil043,635417488,2193571,3483683,2281420,16,0,0,2281420,2281420,0,0,TRUE,FALSE,602373,87798,FALSE,FALSE,3395834,0,0,,,,,
Zhil Axfow,826592934,2873753,3651843,8296398,2,5,0,8296398,6529498,3,0,TRUE,TRUE,109976,0,FALSE,FALSE,0,0,0,,,,,
Tommyboy85,929389526,2857039,3905664,11414203,11,15,0,11414203,6762703,5,0,TRUE,TRUE,113715,38554,TRUE,TRUE,0,0,0,3,4,4,4,0
Philo Beddoe,753225541,2618372,3521960,9200252,2,9,0,9200252,6140752,4,0,TRUE,TRUE,44160,5178,FALSE,FALSE,0,0,0,1,4,,4,
Loadage,268951863,2770692,3706061,11558903,7,16,2,11558903,6478003,5,1,TRUE,TRUE,138410,78202,TRUE,TRUE,0,0,0,4,4,4,3,1
BabyYodaHitta,629856937,1278019,1911369,4029808,6,3,0,4029808,3189808,3,0,TRUE,TRUE,0,80804,FALSE,FALSE,0,0,0,3,,,,
ilekkund,214848174,3153923,4528461,11614364,17,12,1,11614364,7688464,5,1,TRUE,TRUE,475419,169144,TRUE,TRUE,0,0,0,4,4,0,3,1
ilekkund2,148163689,2377534,3038263,8845572,18,11,1,8845572,5438172,4,1,TRUE,TRUE,86652,179817,FALSE,FALSE,0,0,0,,,,,
MINI xipokemastrix,242144976,1880000,2661992,3404631,8,4,0,3404631,2249631,3,0,TRUE,FALSE,102361,56546,FALSE,FALSE,2292361,0,0,4,,,,
Flywire,515621617,2336128,3482282,8663247,6,17,1,8663247,3172847,5,1,TRUE,FALSE,45142,98463,TRUE,TRUE,2645563,0,0,4,4,4,4,1
ShootMeow,118543169,2835030,4029433,10281003,16,10,0,10281003,6923203,5,0,TRUE,TRUE,172908,187822,TRUE,TRUE,0,0,0,4,4,0,1,1
