name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Obi Won Sebroni,247341668,2089854,2929231,9356113,3,13,0,9356113,5027213,5,1,TRUE,TRUE,0,39910,TRUE,TRUE,0,0,0,1,4,4,3,1
Larping Soccer Moms,962753997,1624509,2276977,5790693,2,5,0,5790693,3902893,4,0,TRUE,TRUE,53684,20949,FALSE,TRUE,0,0,0,3,,,1,1
Gryphix,997239157,3052578,4353579,11433978,16,12,0,11433978,7413578,5,1,TRUE,TRUE,0,292442,TRUE,TRUE,0,0,0,3,4,0,4,1
ilekkund,214848174,3331506,4803753,12043439,11,12,0,12043439,8143939,5,1,TRUE,TRUE,301430,72679,TRUE,TRUE,0,0,0,1,3,4,4,0
Zhil Axfow,826592934,3073291,3857621,10199312,5,9,0,10199312,6930912,5,0,TRUE,TRUE,140694,16754,TRUE,TRUE,0,0,0,1,3,0,4,1
MINI xipokemastrix,242144976,2063952,2929926,7450492,26,7,0,7450492,4994592,5,1,TRUE,TRUE,409579,188190,TRUE,TRUE,0,0,0,3,0,0,3,1
Flywire,515621617,2544539,3675093,11708876,4,17,0,11708876,6218476,5,1,TRUE,TRUE,67978,74717,TRUE,TRUE,0,0,0,4,4,4,4,1
Baxston Kane,473373554,3097737,4309894,11177021,3,11,0,11177021,7416221,5,1,TRUE,TRUE,109867,14790,TRUE,TRUE,0,0,0,1,4,4,1,1
MarkKenoburger,513125742,2094469,3194674,9626486,1,13,0,9626486,5291086,5,1,TRUE,TRUE,0,10501,TRUE,TRUE,0,0,0,4,4,0,4,1
KaStarkiller,222784581,2053213,2685387,8018920,19,9,0,8018920,4750520,5,0,TRUE,TRUE,277246,138331,TRUE,TRUE,0,0,0,1,3,0,4,1
ONE,873729113,2867115,4143731,8628874,4,4,0,8628874,7012974,5,0,TRUE,TRUE,0,91252,TRUE,TRUE,0,0,0,0,0,0,3,1
Dark Penguin,894569678,2012866,2792998,5648181,27,3,0,5648181,4808181,4,0,TRUE,TRUE,562539,237412,FALSE,FALSE,0,0,0,3,,,,
Tel Nadda,427553566,1868966,2546709,4991361,5,2,0,4991361,4417861,3,0,TRUE,TRUE,54346,71364,FALSE,FALSE,0,0,0,2,,,,
FinnTheMenaceOfEldia USM,281246885,2793976,4072240,10218499,27,10,0,10218499,6981599,4,1,TRUE,TRUE,524243,387481,FALSE,FALSE,0,0,0,,,,,
JustinAlexander11,283842274,2649254,4243654,11229324,1,13,0,11229324,6893924,5,0,TRUE,TRUE,36541,0,TRUE,TRUE,0,0,0,4,4,0,4,1
Guntha Arbos,248271439,2822904,4233756,8251474,1,10,0,8251474,4819074,5,1,FALSE,TRUE,78334,0,TRUE,TRUE,0,2237586,0,1,2,3,3,1
Tommyboy85,929389526,2980501,4167252,9865853,23,9,0,9865853,7152853,5,1,TRUE,TRUE,457402,140043,TRUE,TRUE,0,0,0,1,4,4,0,0
Philo Beddoe,753225541,2862904,3897785,10029089,1,9,0,10029089,6760689,4,0,TRUE,TRUE,0,20757,FALSE,TRUE,0,0,0,1,3,,4,1
Loadage,268951863,2921479,4059239,11391369,3,13,0,11391369,7055969,5,1,TRUE,TRUE,51991,50862,TRUE,TRUE,0,0,0,4,4,0,4,1
Higgs,265535499,2521851,3542161,8841487,2,8,0,8841487,6065187,5,1,TRUE,TRUE,58704,25257,TRUE,TRUE,0,0,0,2,4,0,1,1
TacoPizza,797491243,2450458,3578666,10366318,0,13,0,10366318,6030918,4,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,4,4,,4,1
