name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Obi Won Sebroni,247341668,2089854,2929231,30232197,7,39,0,9557659,5038909,4,2,TRUE,TRUE,0,27367,FALSE,FALSE,0,0,0,2,4,,4,
Larping Soccer Moms,962753997,1624509,2276977,16690147,5,18,0,3617861,2066861,2,2,TRUE,FALSE,45142,20949,FALSE,FALSE,1834625,0,0,2,2,,,
Gryphix,997239157,3052578,4353579,37106427,19,37,0,12835091,7464341,4,2,TRUE,TRUE,0,53900,FALSE,FALSE,0,0,0,4,4,,4,
ilekkund,214848174,3331506,4803753,40838542,38,42,0,13177227,8194477,4,2,TRUE,TRUE,307264,41800,TRUE,FALSE,0,0,0,1,2,4,4,
Zhil Axfow,826592934,3073291,3857621,27079767,12,22,0,6100396,4472896,1,2,TRUE,FALSE,130101,36046,FALSE,FALSE,2458016,0,0,4,,,,
MINI xipokemastrix,242144976,2063952,2929926,26776429,42,31,0,8223212,5002462,3,2,TRUE,TRUE,334516,73327,FALSE,FALSE,0,0,0,3,,,4,
Flywire,515621617,2544539,3675093,37461811,13,49,1,12709777,6234027,4,2,TRUE,TRUE,80418,158229,TRUE,FALSE,0,0,0,3,4,4,4,
Baxston Kane,473373554,3097737,4309894,35636230,8,41,0,9518706,4827206,4,2,TRUE,FALSE,0,28836,FALSE,FALSE,2580425,0,0,4,4,,3,
MarkKenoburger,513125742,2094469,3194674,29835958,2,41,0,8094440,3734440,3,2,TRUE,FALSE,39180,0,FALSE,FALSE,1554703,0,0,3,4,4,,
KaStarkiller,222784581,2053213,2685387,20797046,49,20,0,4317276,3212276,2,2,TRUE,FALSE,0,107142,FALSE,FALSE,1526324,0,0,3,,,,
ONE,873729113,2867115,4143731,26582515,5,14,0,8565421,7014421,4,2,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,2,2,,,
Dark Penguin,894569678,2012866,2792998,16317242,29,15,0,1653732,878232,2,2,FALSE,FALSE,0,45463,FALSE,FALSE,1914766,1134634,878232,2,,,,
Tel Nadda,427553566,1868966,2546709,13512480,24,6,0,2695550,2695550,2,1,TRUE,FALSE,134313,180130,FALSE,FALSE,1720125,0,0,,,,,
FinnTheMenaceOfEldia USM,281246885,2793976,4072240,25981227,33,28,0,7255146,4579146,3,2,TRUE,FALSE,0,20700,FALSE,FALSE,2287070,0,0,1,2,,3,
JustinAlexander11,283842274,2649254,4243654,29814817,1,39,0,8800063,4769563,4,2,TRUE,FALSE,0,0,FALSE,FALSE,2123345,0,0,2,4,4,,
Guntha Arbos,248271439,2822904,4233756,29222768,7,33,0,8797593,4801343,3,2,TRUE,FALSE,58035,85654,FALSE,FALSE,2255317,0,0,2,3,,4,
Tommyboy85,929389526,2980501,4167252,38019931,53,43,0,13632936,7157186,4,2,TRUE,TRUE,268698,168042,TRUE,FALSE,0,0,0,3,4,4,4,
Philo Beddoe,753225541,2862904,3897785,29600665,17,25,0,10054134,6799134,3,2,TRUE,TRUE,198869,79898,FALSE,FALSE,0,0,0,4,4,,,
Loadage,268951863,2921479,4059239,40077699,6,49,2,13482903,7007153,4,2,TRUE,TRUE,50550,18669,TRUE,FALSE,0,0,0,3,4,4,4,
Higgs,265535499,2521851,3542161,24765306,3,18,0,7699348,6071848,3,2,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,4,,,,
TacoPizza,797491243,2450458,3578666,29438758,2,36,0,8371473,4011473,3,2,TRUE,FALSE,0,23310,FALSE,FALSE,2017651,0,0,3,4,4,,
joker,976597667,2354893,3462233,21785806,9,19,0,7701208,5820708,3,2,TRUE,TRUE,0,70909,FALSE,FALSE,0,0,0,2,3,,,
Masajj Vemtits,596537312,2761047,3805687,26994019,5,20,0,8966507,6563507,2,2,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,2,4,,,
Wolfman314,144353549,2981474,4001906,36492755,4,40,0,11934935,6990435,4,2,TRUE,TRUE,114939,26437,TRUE,FALSE,0,0,0,2,3,4,3,
JacenCaedus,634487631,3250586,4402054,38230707,54,38,0,13493888,7659138,4,2,TRUE,TRUE,591271,247780,TRUE,FALSE,0,0,0,1,4,4,4,
AKB,461667365,2744349,3997360,38506885,64,48,0,13227277,6751527,4,2,TRUE,TRUE,473991,371374,TRUE,FALSE,0,0,0,3,4,4,4,
Agave,148199846,2903306,3991620,37084832,42,45,1,12331699,6900949,4,2,TRUE,TRUE,0,0,TRUE,FALSE,0,0,0,3,3,3,4,
Stargun inoza,992275427,2788555,3894643,30567661,24,36,0,11482107,6692357,4,2,TRUE,TRUE,0,0,TRUE,FALSE,0,0,0,1,3,3,4,
OttoVonGens,994659641,3266169,4698592,39775140,40,48,1,11095887,5261137,4,2,TRUE,FALSE,45142,283824,TRUE,FALSE,2703624,0,0,1,4,4,4,
MINI Stewabob,552522334,1935889,2708357,19108737,2,25,0,6195264,3209764,3,2,TRUE,FALSE,0,0,FALSE,FALSE,1434482,0,0,2,3,3,,
Maxaron Lexilon,591283737,3115587,4019367,15950285,4,10,0,652551,652551,0,2,FALSE,FALSE,0,0,FALSE,FALSE,3366816,2463036,652551,,,,,
