name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1
Obi Won Sebroni,247341668,2089854,2929231,43925226,12,53,0,13693029,5045779,6,0,TRUE,TRUE,0,60516,TRUE,TRUE,0,0,0,0,0,0,0,0,0
Larping Soccer Moms,962753997,1624509,2276977,24898640,7,23,0,8208493,3902893,4,0,TRUE,TRUE,45142,39471,FALSE,TRUE,0,0,0,,,,,,0
Gryphix,997239157,3052578,4353579,46718329,22,51,0,9611902,1382652,6,0,FALSE,FALSE,0,83180,TRUE,TRUE,2970927,1669926,1382652,0,0,0,0,0,0
ilekkund,214848174,3331506,4803753,56394483,52,54,0,15555941,8193691,6,0,TRUE,TRUE,307264,296974,TRUE,TRUE,0,0,0,0,0,0,0,0,0
Zhil Axfow,826592934,3073291,3857621,37825374,15,33,0,10745607,4351107,5,0,FALSE,TRUE,130101,64688,FALSE,TRUE,0,2579805,0,3,3,3,1,,1
MINI xipokemastrix,242144976,2063952,2929926,38795650,44,43,0,12019221,5012471,5,0,TRUE,TRUE,334516,46578,FALSE,TRUE,0,0,0,,,,,,0
Flywire,515621617,2544539,3675093,54262724,16,67,1,16800913,6232663,6,0,TRUE,TRUE,80418,97049,TRUE,TRUE,0,0,0,0,0,0,0,0,0
Baxston Kane,473373554,3097737,4309894,49557848,9,51,0,13921618,7423018,6,0,TRUE,TRUE,0,32119,TRUE,TRUE,0,0,0,0,0,0,0,0,0
MarkKenoburger,513125742,2094469,3194674,42499834,3,53,0,12663876,5301626,5,0,TRUE,TRUE,39180,29709,FALSE,TRUE,0,0,0,,,,,,0
KaStarkiller,222784581,2053213,2685387,28839158,60,27,0,8042112,4805512,5,0,TRUE,TRUE,0,128169,FALSE,FALSE,0,0,0,,,,,,
ONE,873729113,2867115,4143731,38591912,6,24,0,12009397,7042147,5,0,TRUE,TRUE,0,27850,FALSE,FALSE,0,0,0,,,,,,
Dark Penguin,894569678,2012866,2792998,21598027,32,20,0,5280785,2798535,3,0,FALSE,TRUE,0,68171,FALSE,FALSE,0,2007329,0,,,,,,
Tel Nadda,427553566,1868966,2546709,17726918,27,9,0,4214438,2971938,3,0,FALSE,TRUE,137308,58386,FALSE,FALSE,0,1443737,0,3,,,,,
FinnTheMenaceOfEldia USM,281246885,2793976,4072240,41367503,36,41,0,15386276,6875026,6,0,TRUE,TRUE,0,84976,TRUE,TRUE,0,0,0,0,0,0,0,0,0
JustinAlexander11,283842274,2649254,4243654,36940454,1,52,0,7125637,809037,5,0,FALSE,FALSE,0,0,TRUE,FALSE,3434617,1840217,809037,0,0,0,0,0,
Guntha Arbos,248271439,2822904,4233756,41309636,9,40,1,12086868,7050268,5,1,TRUE,TRUE,58035,55902,FALSE,TRUE,0,0,0,,,,,,0
Tommyboy85,929389526,2980501,4167252,53819994,59,58,0,15800063,7195313,6,0,TRUE,TRUE,268698,118266,TRUE,TRUE,0,0,0,0,0,0,0,0,0
Philo Beddoe,753225541,2862904,3897785,40127426,37,35,0,10526761,4407011,4,0,FALSE,TRUE,198869,251125,FALSE,TRUE,0,2353678,0,,,,,,0
