name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Fl 1
Masajj Vemtits,596537312,2546747,3542958,14225911,4,8,0,2586527,2586527,0,1,TRUE,FALSE,0,39757,FALSE,FALSE,3503178,0,0,,,,,,
Larping Soccer Moms,962753997,1517216,2041142,16330387,2,21,0,4913021,1875096,3,1,TRUE,FALSE,0,20949,FALSE,FALSE,1683262,0,0,2,3,,,3,
Zhil Axfow,826592934,2849001,3600756,21860226,9,15,0,6495105,4103355,4,1,TRUE,FALSE,0,44346,FALSE,FALSE,2346402,0,0,3,4,,,,
Zlada14,825875376,2609897,3592586,21412195,30,31,0,5064185,960985,4,1,FALSE,FALSE,0,0,FALSE,FALSE,2631601,1648912,960985,1,4,4,,2,
ONE,873729113,2661048,3866011,25403532,2,23,0,8097593,4356643,5,1,TRUE,FALSE,0,0,FALSE,FALSE,2170416,0,0,1,3,4,,2,
Guntha Arbos,248271439,2613450,3793822,19488537,4,8,3,5421819,3802619,4,0,TRUE,FALSE,0,23434,FALSE,FALSE,2604653,0,0,2,,,,2,
BraZ,193116527,2244850,3247683,17964728,5,21,0,6869545,2687695,3,1,TRUE,FALSE,0,60502,FALSE,FALSE,2804838,0,0,3,4,,,4,
Philo Beddoe,753225541,2581060,3456859,19889330,11,22,1,1874990,84890,1,0,FALSE,FALSE,0,65554,FALSE,FALSE,3371969,2496170,84890,,,,,4,
Loadage,268951863,2723221,3589155,32083442,12,37,4,10809575,6322900,5,1,TRUE,TRUE,0,48114,TRUE,FALSE,0,0,0,1,2,3,3,3,
BabyYodaHitta,629856937,1265787,1849581,6394885,8,4,0,2864961,1850211,1,0,TRUE,FALSE,0,11556,FALSE,FALSE,1265157,0,0,3,,,,,
ilekkund,214848174,3130837,4361096,37244737,30,42,3,14498932,7563082,5,1,TRUE,TRUE,0,181862,TRUE,FALSE,0,0,0,3,4,4,4,4,
Higgs,265535499,2367291,3314431,22373918,3,17,0,7407467,5688717,3,1,TRUE,TRUE,0,30667,FALSE,FALSE,0,0,0,2,3,,,,
Theflavorgreen,416984533,2129363,3456571,17397501,5,13,1,2132785,2132785,0,0,TRUE,FALSE,0,0,FALSE,FALSE,3453149,0,0,,,,,,
MINI xipokemastrix,242144976,1844126,2597864,20451822,20,19,3,6473042,4443542,3,1,TRUE,TRUE,0,134638,FALSE,FALSE,0,0,0,3,3,,,,
TacoPizza,797491243,2148564,3275034,20806777,5,27,0,4668073,537073,3,0,FALSE,FALSE,0,61063,FALSE,FALSE,2737961,1611491,537073,4,4,4,,,
ShootMeow,118543169,2763948,3905974,29776471,31,37,0,11889861,6693261,4,1,TRUE,TRUE,0,177818,FALSE,FALSE,0,0,0,3,3,4,,4,
Neeb,648797678,2387076,3543439,21909904,3,18,0,6366857,4002907,5,1,TRUE,FALSE,0,0,FALSE,FALSE,1927608,0,0,1,3,,,2,
Heywood Jablowme,677183999,2936499,4313849,20572397,60,16,0,9657930,7266180,2,1,TRUE,TRUE,0,388753,FALSE,FALSE,0,0,0,3,4,,,,
Dark Penguin,894569678,1902336,2528135,19321753,28,17,0,6894991,4431491,3,1,TRUE,TRUE,0,23215,FALSE,FALSE,0,0,0,1,3,3,,,
JustinAlexander11,283842274,2301469,3739146,32039586,2,39,0,12069149,6076299,5,1,TRUE,TRUE,0,0,TRUE,FALSE,0,0,0,1,3,4,4,4,
MarkKenoburger,513125742,1819924,2793991,28962452,3,43,0,11635248,4699398,5,0,TRUE,TRUE,0,53456,TRUE,FALSE,0,0,0,3,4,4,4,4,
Agave,148199846,2674078,3614935,32044511,49,37,2,10726728,6311803,5,1,TRUE,TRUE,0,319139,FALSE,FALSE,0,0,0,2,3,4,,3,
Baxston Kane,473373554,2889119,3946174,30072179,4,28,0,8877647,6848147,2,1,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,3,3,,,,
Sultan2309,938542548,1888218,3071408,23771108,16,27,0,9022911,4949736,4,1,TRUE,TRUE,0,78047,FALSE,FALSE,0,0,0,4,4,,,3,
Tel Nadda,427553566,1522714,2148695,12708975,11,5,2,4119261,3685261,1,0,TRUE,TRUE,0,55183,FALSE,FALSE,0,0,0,1,,,,,
JamesBond007,188434999,2455567,3290607,20436732,3,18,0,7600872,5789872,2,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1,4,,,,
Elros Halfelven,592184954,2667287,3683111,34185617,20,43,0,11331859,6353759,4,1,TRUE,TRUE,0,85478,FALSE,FALSE,0,0,0,1,4,4,,4,
Calens,499477827,2549470,3811352,17630581,7,17,1,2544350,2544350,0,0,FALSE,FALSE,0,23139,FALSE,FALSE,1267002,5120,2544350,,,,,,
joker,976597667,2133388,3194881,20574893,4,20,2,6506474,2765524,5,1,TRUE,FALSE,0,32410,FALSE,FALSE,2562745,0,0,1,3,4,,2,
Obi Won Sebroni,247341668,1711189,2494079,18164190,17,17,0,5954113,4235363,2,0,TRUE,TRUE,0,167088,FALSE,FALSE,0,0,0,2,3,,,,
AKB,461667365,2491999,3618275,34908170,8,48,0,12582316,6117391,5,1,TRUE,TRUE,0,58910,TRUE,FALSE,0,0,0,3,4,4,4,3,
Revanche Gilder,926679294,2691018,3497516,33001083,30,42,1,10914969,6231019,4,1,TRUE,TRUE,0,220741,FALSE,FALSE,0,0,0,3,4,4,,2,
Wil043,635417488,2177612,3413026,22586947,19,26,0,8346801,5592801,2,0,TRUE,TRUE,0,158755,FALSE,FALSE,0,0,0,4,4,,,,
Argarax,545871634,2211509,3493048,29405503,1,37,0,8093094,5339094,2,1,TRUE,FALSE,0,0,FALSE,FALSE,365463,0,0,4,4,,,,
