name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Masajj Vemtits,596537312,2546747,3542958,11639384,2,8,0,4573179,2854429,3,0,TRUE,FALSE,78472,0,FALSE,FALSE,3235276,0,0,,,2,3,
Larping Soccer Moms,962753997,1517216,2041142,11417366,1,13,0,6179688,3559688,3,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1,3,4,,
Zhil Axfow,826592934,2849001,3600756,15365121,8,8,0,8062326,6474076,4,0,TRUE,TRUE,45142,26023,FALSE,FALSE,0,0,0,2,,3,,
Zlada14,825875376,2609897,3592586,16348010,30,20,0,7304395,3172645,5,0,TRUE,FALSE,0,115105,TRUE,TRUE,3029838,0,0,3,0,3,4,1
ONE,873729113,2661048,3866011,17305939,2,13,0,9098855,6540105,5,0,TRUE,TRUE,0,13794,TRUE,TRUE,0,0,0,3,0,2,3,0
Guntha Arbos,248271439,2613450,3793822,14066718,4,4,3,7252197,6412197,5,0,TRUE,TRUE,0,38776,TRUE,TRUE,0,0,0,3,0,0,0,0
BraZ,193116527,2244850,3247683,11095183,3,10,0,2244850,2244850,1,0,FALSE,FALSE,0,12375,FALSE,FALSE,1002833,0,2244850,,,,,
Philo Beddoe,753225541,2581060,3456859,18014340,8,18,1,8222295,6052545,3,0,TRUE,TRUE,132610,42143,FALSE,FALSE,0,0,0,4,,3,,
Loadage,268951863,2723221,3589155,21273867,10,25,2,10625849,6322849,5,0,TRUE,TRUE,109850,0,TRUE,TRUE,0,0,0,3,4,2,2,1
BabyYodaHitta,629856937,1265787,1849581,3529924,8,1,0,11556,11556,0,0,FALSE,FALSE,0,63037,FALSE,FALSE,1838025,1254231,11556,,,,,
ilekkund,214848174,3130837,4361096,22745805,23,23,3,11143339,7549339,4,2,TRUE,TRUE,269812,82535,FALSE,FALSE,0,0,0,3,,4,4,
Higgs,265535499,2367291,3314431,14966451,2,12,0,7869166,5699416,4,0,TRUE,TRUE,53385,0,FALSE,FALSE,0,0,0,4,,3,,
Theflavorgreen,416984533,2129363,3456571,15264716,5,13,1,7593841,5598841,3,0,TRUE,TRUE,34781,18805,FALSE,FALSE,0,0,0,3,4,,,
MINI xipokemastrix,242144976,1844126,2597864,13978780,15,13,2,6930990,4441990,4,0,TRUE,TRUE,138914,125168,FALSE,TRUE,0,0,0,4,,1,,1
TacoPizza,797491243,2148564,3275034,16138704,3,15,0,8055352,5426852,3,0,TRUE,TRUE,0,21469,FALSE,TRUE,0,0,0,2,4,,,1
ShootMeow,118543169,2763948,3905974,17886610,21,23,0,7600476,3375726,5,0,TRUE,FALSE,0,145130,TRUE,TRUE,3294196,0,0,4,4,3,0,1
Neeb,648797678,2387076,3543439,15543047,3,12,0,7528392,5939392,5,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,0,1,0,0
Heywood Jablowme,677183999,2936499,4313849,10914467,50,9,0,748058,748058,0,0,FALSE,FALSE,547043,380143,FALSE,FALSE,3565791,2188441,748058,,,,,
Dark Penguin,894569678,1902336,2528135,12426762,28,10,0,6108491,4431491,4,0,TRUE,TRUE,0,149139,FALSE,FALSE,0,0,0,1,3,1,,
JustinAlexander11,283842274,2301469,3739146,19970437,2,23,0,10294326,6069576,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,3,0,1
MarkKenoburger,513125742,1819924,2793991,17327204,2,24,0,8896092,4624092,4,0,TRUE,TRUE,0,53456,FALSE,TRUE,0,0,0,3,4,4,,1
Agave,148199846,2674078,3614935,21317783,39,25,2,10604730,6301730,5,3,TRUE,TRUE,405265,200207,TRUE,TRUE,0,0,0,3,4,2,2,1
Baxston Kane,473373554,2889119,3946174,21194532,4,22,0,11437346,6850346,4,0,TRUE,TRUE,73342,0,FALSE,TRUE,0,0,0,4,4,4,,1
Sultan2309,938542548,1888218,3071408,14748197,13,16,0,7481995,4949995,4,0,TRUE,TRUE,71154,120906,FALSE,FALSE,0,0,0,4,,4,,
Tel Nadda,427553566,1522714,2148695,8589714,11,4,2,4515305,3675305,1,0,TRUE,TRUE,19392,114674,FALSE,FALSE,0,0,0,3,,,,
JamesBond007,188434999,2455567,3290607,12835860,3,13,0,7774203,5779203,2,0,TRUE,TRUE,0,24855,FALSE,FALSE,0,0,0,3,4,,,
Elros Halfelven,592184954,2667287,3683111,22853758,18,30,0,11735290,6352790,5,0,TRUE,TRUE,254295,130080,TRUE,TRUE,0,0,0,2,4,4,4,1
Calens,499477827,2549470,3811352,15086231,7,17,1,8433059,6352059,3,0,TRUE,TRUE,340542,23139,FALSE,FALSE,0,0,0,,,2,4,
joker,976597667,2133388,3194881,14068419,4,10,2,7375194,5352944,4,0,TRUE,TRUE,46182,32410,FALSE,FALSE,0,0,0,2,,1,3,
Obi Won Sebroni,247341668,1711189,2494079,12210077,9,12,0,5821759,4233509,4,0,TRUE,TRUE,57161,84545,FALSE,FALSE,0,0,0,2,,3,,
AKB,461667365,2491999,3618275,22325854,7,30,0,11133315,6112315,5,1,TRUE,TRUE,0,94749,TRUE,TRUE,0,0,0,4,4,1,4,1
Revanche Gilder,926679294,2691018,3497516,22086114,25,29,1,11817230,6215480,5,0,TRUE,TRUE,498741,198754,TRUE,TRUE,0,0,0,4,4,3,4,1
Wil043,635417488,2177612,3413026,14240146,19,18,0,5417769,2663769,2,0,TRUE,FALSE,188493,189011,FALSE,FALSE,2926869,0,0,,,4,4,
Argarax,545871634,2211509,3493048,21312409,1,29,0,11676500,5712500,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,4,4,1
MINI Stewabob,552522334,1515910,2206996,14095640,2,19,0,7326025,3727025,4,0,TRUE,TRUE,0,46976,FALSE,TRUE,0,0,0,3,4,2,,1
Gryphix,997239157,2792917,4073494,22051235,3,24,0,11888924,6867924,5,0,TRUE,TRUE,0,36896,TRUE,TRUE,0,0,0,4,4,1,4,1
Wolfman314,144353549,2702793,3668612,12365359,1,9,0,2729563,2729563,0,1,TRUE,FALSE,0,26770,FALSE,FALSE,3641842,0,0,,,,,
Plucky Haydon,924737972,2521988,3673663,22589222,2,30,0,11220903,6200653,5,0,TRUE,TRUE,45142,0,TRUE,TRUE,0,0,0,2,4,3,4,1
Flywire,515621617,2313747,3348695,19754264,18,26,3,8915705,5683955,5,1,TRUE,TRUE,186637,165108,TRUE,TRUE,0,0,0,3,0,3,4,0
Promethean,245711569,2379069,3354718,17229574,2,18,0,9420787,5733787,4,0,TRUE,TRUE,34964,0,FALSE,FALSE,0,0,0,4,4,4,,
Tommyboy85,929389526,2839783,3797585,23042946,2,28,0,11496678,6646928,5,0,TRUE,TRUE,75513,0,TRUE,TRUE,0,0,0,1,4,3,4,1
wamakima5004,556569861,2663399,3592111,18037966,23,22,0,10171487,6261737,4,0,TRUE,TRUE,505296,279062,FALSE,TRUE,0,0,0,3,4,3,,1
