"CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score"
"1648922400000,vs. TheFirstOrder,attack_stars,118543169,ShootMeow,Shootmeow#3818,371"
"1648922400000,vs. TheFirstOrder,attack_stars,884121445,Nom,Nom Polustra#4120,303"
"1648922400000,vs. TheFirstOrder,attack_stars,214848174,ilekkund,ilekkund#8475,268"
"1648922400000,vs. TheFirstOrder,attack_stars,894569678,Dark Penguin,DarkPenguin#2039,262"
"1648922400000,vs. TheFirstOrder,attack_stars,148199846,Agave,Agave#6806,260"
"1648922400000,vs. TheFirstOrder,attack_stars,461667365,AKB,akb#7955,242"
"1648922400000,vs. TheFirstOrder,attack_stars,596537312,Masajj Vemtits,Masajj Vemtits#4575,240"
"1648922400000,vs. TheFirstOrder,attack_stars,929389526,Tommyboy85,tommyboy#3739,236"
"1648922400000,vs. TheFirstOrder,attack_stars,997239157,Gryphix,Gryphix#1116,219"
"1648922400000,vs. TheFirstOrder,attack_stars,938542548,Sultan2309,Sultan2309#7453,218"
"1648922400000,vs. TheFirstOrder,attack_stars,148163689,ilekkund2,ilekkund#8475,215"
"1648922400000,vs. TheFirstOrder,attack_stars,994659641,OttoVonGens,OttoVonGens#2822,206"
"1648922400000,vs. TheFirstOrder,attack_stars,797491243,TacoPizza,TacoPizza#2451,197"
"1648922400000,vs. TheFirstOrder,attack_stars,268951863,Loadage,Loadage#1450,196"
"1648922400000,vs. TheFirstOrder,attack_stars,515621617,Flywire,Flywire#662,193"
"1648922400000,vs. TheFirstOrder,attack_stars,826592934,Zhil Axfow,Zhil Axfow#5696,179"
"1648922400000,vs. TheFirstOrder,attack_stars,283842274,JustinAlexander11,JustinAlexander11#1023,165"
"1648922400000,vs. TheFirstOrder,attack_stars,545871634,Argarax,Kazrud#2235,159"
"1648922400000,vs. TheFirstOrder,attack_stars,753225541,Philo Beddoe,Handleman20#4805,142"
"1648922400000,vs. TheFirstOrder,attack_stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,140"
"1648922400000,vs. TheFirstOrder,attack_stars,825875376,Zlada14,zlada14#0537,139"
"1648922400000,vs. TheFirstOrder,attack_stars,634487631,JacenCaedus,Sala#2238,138"
"1648922400000,vs. TheFirstOrder,attack_stars,513125742,MarkKenoburger,kenoburger#9903,133"
"1648922400000,vs. TheFirstOrder,attack_stars,962753997,Larping Soccer Moms,Larping Soccer Moms#6379,129"
"1648922400000,vs. TheFirstOrder,attack_stars,589218854,Bitz Maidenhell,Bitz Maidenhell#2587,120"
"1648922400000,vs. TheFirstOrder,attack_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,118"
"1648922400000,vs. TheFirstOrder,attack_stars,473373554,Baxston Kane,Baxston Kane#5600,117"
"1648922400000,vs. TheFirstOrder,attack_stars,492994246,Chaunce,Chaunce#1601,117"
"1648922400000,vs. TheFirstOrder,attack_stars,671337993,SloppySaberFlavor,Sloppysaberflavor#9142,117"
"1648922400000,vs. TheFirstOrder,attack_stars,837163221,PluntsNBussy,PluntsNBussy#7958,108"
"1648922400000,vs. TheFirstOrder,attack_stars,976597667,joker,General*joker#2767,101"
"1648922400000,vs. TheFirstOrder,attack_stars,552522334,MINI Stewabob,FupaHave#2185,99"
"1648922400000,vs. TheFirstOrder,attack_stars,992275427,Stargun inoza,stargun#1897,98"
"1648922400000,vs. TheFirstOrder,attack_stars,591283737,Maxaron Lexilon,MaxaronLexilon#3633,86"
"1648922400000,vs. TheFirstOrder,attack_stars,873729113,ONE,mcramos#8116,84"
"1648922400000,vs. TheFirstOrder,attack_stars,265535499,Higgs,Higgs#298,82"
"1648922400000,vs. TheFirstOrder,attack_stars,245711569,Promethean,Promethean#3008,80"
