"CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score"
"1643742000000,vs. PhantømRebellion,attack_stars,118543169,ShootMeow,Shootmeow#3818,284"
"1643742000000,vs. PhantømRebellion,attack_stars,214848174,ilekkund,ilekkund#8475,267"
"1643742000000,vs. PhantømRebellion,attack_stars,992275427,Stargun inoza,stargun#1897,253"
"1643742000000,vs. PhantømRebellion,attack_stars,492994246,Chaunce,Chaunce#1601,249"
"1643742000000,vs. PhantømRebellion,attack_stars,148163689,ilekkund2,ilekkund#8475,226"
"1643742000000,vs. PhantømRebellion,attack_stars,929389526,Tommyboy85,tommyboy#3739,226"
"1643742000000,vs. PhantømRebellion,attack_stars,938542548,Sultan2309,Sultan2309#7453,213"
"1643742000000,vs. PhantømRebellion,attack_stars,545871634,Argarax,Kazrud#2235,205"
"1643742000000,vs. PhantømRebellion,attack_stars,926679294,Revanche Gilder,beefuofa#8904,202"
"1643742000000,vs. PhantømRebellion,attack_stars,513125742,MarkKenoburger,kenoburger#9903,196"
"1643742000000,vs. PhantømRebellion,attack_stars,283842274,JustinAlexander11,JustinAlexander11#1023,192"
"1643742000000,vs. PhantømRebellion,attack_stars,556569861,wamakima5004,wamakima5004#0097,191"
"1643742000000,vs. PhantømRebellion,attack_stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,184"
"1643742000000,vs. PhantømRebellion,attack_stars,245711569,Promethean,Promethean#3008,178"
"1643742000000,vs. PhantømRebellion,attack_stars,148199846,Agave,Agave#6806,177"
"1643742000000,vs. PhantømRebellion,attack_stars,461667365,AKB,akb#7955,170"
"1643742000000,vs. PhantømRebellion,attack_stars,144353549,Wolfman314,Wolfman314#6474,169"
"1643742000000,vs. PhantømRebellion,attack_stars,552854579,MINI Zeratoark,Zeratoark#9535,165"
"1643742000000,vs. PhantømRebellion,attack_stars,994659641,OttoVonGens,OttoVonGens#2822,158"
"1643742000000,vs. PhantømRebellion,attack_stars,473373554,Baxston Kane,Baxston Kane#5600,156"
"1643742000000,vs. PhantømRebellion,attack_stars,552522334,MINI Stewabob,FupaHave#2185,156"
"1643742000000,vs. PhantømRebellion,attack_stars,124849497,M1TTH,!M1TTH#8698,152"
"1643742000000,vs. PhantømRebellion,attack_stars,268951863,Loadage,Loadage#1450,149"
"1643742000000,vs. PhantømRebellion,attack_stars,825875376,Zlada14,zlada14#0537,149"
"1643742000000,vs. PhantømRebellion,attack_stars,826592934,Zhil Axfow,Zhil Axfow#5696,148"
"1643742000000,vs. PhantømRebellion,attack_stars,997239157,Gryphix,Gryphix#1116,140"
"1643742000000,vs. PhantømRebellion,attack_stars,894569678,Dark Penguin,DarkPenguin#2039,139"
"1643742000000,vs. PhantømRebellion,attack_stars,515621617,Flywire,Flywire#662,135"
"1643742000000,vs. PhantømRebellion,attack_stars,753225541,Philo Beddoe,Handleman20#4805,131"
"1643742000000,vs. PhantømRebellion,attack_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,121"
"1643742000000,vs. PhantømRebellion,attack_stars,997394645,EvilCoyote2011,evilcoyote2011#2815,120"
"1643742000000,vs. PhantømRebellion,attack_stars,962753997,Larping Soccer Moms,Larping Soccer Moms#6379,120"
"1643742000000,vs. PhantømRebellion,attack_stars,648797678,Neeb,EJNeeb#0132,119"
"1643742000000,vs. PhantømRebellion,attack_stars,884121445,Nom,Nom Polustra#4120,114"
"1643742000000,vs. PhantømRebellion,attack_stars,427553566,Tel Nadda,TelNadda#6825,113"
"1643742000000,vs. PhantømRebellion,attack_stars,592184954,Elros Halfelven,Lotrguru#9235,111"
"1643742000000,vs. PhantømRebellion,attack_stars,265535499,Higgs,Higgs#0298,104"
