"CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score"
"1653152400000,vs. Wrath's Demise,attack_stars,281246885,FinnTheMenaceOfEldia USM,finn103#4970,135"
"1653152400000,vs. Wrath's Demise,attack_stars,268951863,Loadage,Loadage#1450,117"
"1653152400000,vs. Wrath's Demise,attack_stars,334171458,s o l o,solo#9839,106"
"1653152400000,vs. Wrath's Demise,attack_stars,667457171,B417,B417#1086,64"
"1653152400000,vs. Wrath's Demise,attack_stars,283842274,JustinAlexander11,JustinAlexander11#1023,60"
"1653152400000,vs. Wrath's Demise,attack_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,60"
"1653152400000,vs. Wrath's Demise,attack_stars,753225541,Philo Beddoe,Handleman20#4805,60"
"1653152400000,vs. Wrath's Demise,attack_stars,929389526,Tommyboy85,tommyboy#3739,57"
"1653152400000,vs. Wrath's Demise,attack_stars,997239157,Gryphix,Gryphix#1116,56"
"1653152400000,vs. Wrath's Demise,attack_stars,994659641,OttoVonGens,OttoVonGens#2822,56"
"1653152400000,vs. Wrath's Demise,attack_stars,931355241,BigMacDbag,Hismeds#9705,54"
"1653152400000,vs. Wrath's Demise,attack_stars,513125742,MarkKenoburger,kenoburger#9903,54"
"1653152400000,vs. Wrath's Demise,attack_stars,998573883,CDangerz,CDangerz#7889,53"
"1653152400000,vs. Wrath's Demise,attack_stars,214848174,ilekkund,ilekkund#8475,40"
"1653152400000,vs. Wrath's Demise,attack_stars,148163689,ilekkund2,ilekkund#8475,40"
"1653152400000,vs. Wrath's Demise,attack_stars,634487631,JacenCaedus,Sala#2238,39"
"1653152400000,vs. Wrath's Demise,attack_stars,494485598,TWill88,twill88#0974,39"
"1653152400000,vs. Wrath's Demise,attack_stars,825875376,Zlada14,zlada14#0537,39"
"1653152400000,vs. Wrath's Demise,attack_stars,492994246,Chaunce,Chaunce#1601,38"
"1653152400000,vs. Wrath's Demise,attack_stars,473373554,Baxston Kane,Baxston Kane#5600,37"
"1653152400000,vs. Wrath's Demise,attack_stars,148199846,Agave,Agave#6806,36"
"1653152400000,vs. Wrath's Demise,attack_stars,545871634,Argarax,Kazrud#2235,36"
"1653152400000,vs. Wrath's Demise,attack_stars,515621617,Flywire,Flywire#662,35"
"1653152400000,vs. Wrath's Demise,attack_stars,245711569,Promethean,Promethean#3008,35"
